paperId,cites D9,cites D10,title,abstract,year,venue,arxivId,doi,pdfUrl
31983d2de086a68651622ab6483e5a30981ad357,0,1,Determination of the most representative descriptor among a set of feature vectors for the same object,On an example of solution of the face recognition problem the approach for estimation of the most representative descriptor among a set of feature vectors for the same face is considered in present study. The estimation is based on robust calculation of the mode-median mixture vector for the set as the descriptor by means of Welsch/Leclerc loss function application in case of very sparse filling of the feature space with feature vectors,2020,ArXiv,2007.03021,,https://arxiv.org/pdf/2007.03021.pdf
31a07feb4acedbb1854dcc06befce5fbfc27c24b,1,1,An adversarial learning algorithm for mitigating gender bias in face recognition,"State-of-the-art face recognition networks implicitly encode gender information while being trained for identity classification. Gender is often viewed as an important face attribute to recognize humans. But, the expression of gender information in deep facial features appears to contribute to gender bias in face recognition, i.e. we find a significant difference in the recognition accuracy of DCNNs on male and female faces. We hypothesize that reducing implicitly encoded gender information will help reduce this gender bias. Therefore, we present a novel approach called `Adversarial Gender De-biasing (AGD)' to reduce the strength of gender information in face recognition features. We accomplish this by introducing a bias reducing classification loss $L_{br}$. We show that AGD significantly reduces bias, while achieving reasonable recognition performance. The results of our approach are presented on two state-of-the-art networks.",2020,ArXiv,2006.07845,,https://arxiv.org/pdf/2006.07845.pdf
31f53ee81c91a0c30c02fe8050fe15c8d84d0674,1,0,CNNs Under Attack: On the Vulnerability of Deep Neural Networks Based Face Recognition to Image Morphing,"Facial recognition has become a critical constituent of common automatic border control gates. Despite many advances in recent years, face recognition systems remain susceptible to an ever evolving diversity of spoofing attacks. It has recently been shown that high-quality face morphing or splicing can be employed to deceive facial recognition systems in a border control scenario. Moreover, facial morphs can easily be produced by means of open source software and with minimal technical knowledge. The purpose of this work is to quantify the severeness of the problem using a large dataset of morphed face images. We employ a state-of-the-art face recognition algorithm based on deep convolutional neural networks and measure its performance on a dataset of 7260 high-quality facial morphs with varying blending factor. Using the Inception-ResNet-v1 architecture we train a deep neural model on 4 million images to obtain a validation rate of \(99.96\%\) at \(0.04\%\) false acceptance rate (FAR) on the original, unmodified images. The same model fails to repel \(1.13\%\) of all morphing attacks, accepting both the impostor and the document owner. Based on these results, we discuss the observed weaknesses and possible remedies.",2017,IWDW,,10.1007/978-3-319-64185-0_10,
320527f433d9e2967201560fd32b98183fb08443,0,1,Finger Vein Recognition Based on Multi-Task Learning,"In finger vein recognition, traditional methods for extracting ROI based on edge detection, sliding window detection of joint lines, etc. need to set a fixed threshold, which contains many parameters that need to be adjusted. In the case of large illumination changes or poor image quality, the extracted results are not accurate enough. The existing feature extraction method also has a fixed operator pattern and limited extracted feature patterns. Therefore, a large amount of effective feature information is wasted. In this paper, a multi-task neural network model algorithm is proposed, which uses the multi-task learning method to jointly optimize the ROI extraction task and the feature extraction task. This method not only improves the overall data processing efficiency of finger vein recognition system, but also improves the quality of extracted vein features. At the same time, we explore the use of improved loss function based on softmax to train our model. Our model is better than traditional methods and single task neural network model algorithm in MMCBNU [16] FV-USM [17] and DUMLA-HMT [18] data sets.",2020,,,10.1145/3395260.3395277,
325debdd029c5fc5eb26d2193824d07c625172af,0,1,Adversarial Domain Adaptation for Speaker Verification Using Partially Shared Network,"Speaker verification systems usually suffer from large performance degradation when applied to a new dataset from a different domain. In this work, we will study the domain adaption strategy between datasets with different languages using domain adversarial training. We introduce a partially shared network based domain adversarial training architecture to learn an asymmetric mapping for source and target domain embedding extractor. This architecture can help the embedding extractor learn domain invariant feature without sacrificing the ability on speaker discrimination. When doing the evaluation on crosslingual domain adaption, the source domain data is in English from NIST SRE04-10 and Switchboard, and the target domain data is in Cantonese and Tagalog from NIST SRE16. Our results show that the usual adversarial training mode will indeed harm the speaker discrimination when the source and target domain embedding extractors are fully shared, and in contrast the newly proposed architecture solves this problem and achieves ∼25.0% relative average Equal Error Rate (EER) improvement on SRE16 Cantonese and Tagalog evaluation.",2020,INTERSPEECH,,10.21437/interspeech.2020-2226,https://isca-speech.org/archive/Interspeech_2020/pdfs/2226.pdf
32873f6111963607d3f768f4685fe8137fdd1253,1,1,Learning to Cluster Faces on an Affinity Graph,"Face recognition sees remarkable progress in recent years, and its performance has reached a very high level. Taking it to a next level requires substantially larger data, which would involve prohibitive annotation cost. Hence, exploiting unlabeled data becomes an appealing alternative. Recent works have shown that clustering unlabeled faces is a promising approach, often leading to notable performance gains. Yet, how to effectively cluster, especially on a large-scale (i.e. million-level or above) dataset, remains an open question. A key challenge lies in the complex variations of cluster patterns, which make it difficult for conventional clustering methods to meet the needed accuracy. This work explores a novel approach, namely, learning to cluster instead of relying on hand-crafted criteria. Specifically, we propose a framework based on graph convolutional network, which combines a detection and a segmentation module to pinpoint face clusters. Experiments show that our method yields significantly more accurate face clusters, which, as a result, also lead to further performance gain in face recognition.",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),1904.02749,10.1109/CVPR.2019.00240,https://arxiv.org/pdf/1904.02749.pdf
32921da55d7127169e901c4b3e5d6e2333185561,0,1,Show me where the action is!: Automatic capturing and timeline generation for reality TV.,"Reality TV shows have gained popularity, motivating many production houses to bring new variants for us to watch. Compared to traditional TV shows, reality TV shows have spontaneous unscripted footage. Computer vision techniques could partially replace the manual labour needed to record and process this spontaneity. However, automated real-world video recording and editing is a challenging topic. In this paper, we propose a system that utilises state-of-the-art video and audio processing algorithms to, on the one hand, automatically steer cameras, replacing camera operators and on the other hand, detect all audiovisual action cues in the recorded video, to ease the job of the film editor. This publication has hence two main contributions. The first, automating the steering of multiple Pan-Tilt-Zoom PTZ cameras to take aesthetically pleasing medium shots of all the people present. These shots need to comply with the cinematographic rules and are based on the poses acquired by a pose detector. Secondly, when a huge amount of audio-visual data has been collected, it becomes labour intensive for a human editor retrieve the relevant fragments. As a second contribution, we combine state-of-the-art audio and video processing techniques for sound activity detection, action recognition, face recognition, and pose detection to decrease the required manual labour during and after recording. These techniques used during post-processing produce meta-data allowing for footage filtering, decreasing the search space. We extended our system further by producing timelines uniting generated meta-data, allowing the editor to have a quick overview. We evaluated our system on three in-the-wild reality TV recording sessions of 24 hours (× 8 cameras) each taken in real households.",2020,,,10.1007/s11042-020-09616-9,https://link.springer.com/content/pdf/10.1007/s11042-020-09616-9.pdf
32aeb90992f6cf8494b1b5c67f4b912feef05e9c,1,0,Incremental Classifier Learning with Generative Adversarial Networks,"In this paper, we address the incremental classifier learning problem, which suffers from catastrophic forgetting. The main reason for catastrophic forgetting is that the past data are not available during learning. Typical approaches keep some exemplars for the past classes and use distillation regularization to retain the classification capability on the past classes and balance the past and new classes. However, there are four main problems with these approaches. First, the loss function is not efficient for classification. Second, there is unbalance problem between the past and new classes. Third, the size of pre-decided exemplars is usually limited and they might not be distinguishable from unseen new classes. Forth, the exemplars may not be allowed to be kept for a long time due to privacy regulations. To address these problems, we propose (a) a new loss function to combine the cross-entropy loss and distillation loss, (b) a simple way to estimate and remove the unbalance between the old and new classes , and (c) using Generative Adversarial Networks (GANs) to generate historical data and select representative exemplars during generation. We believe that the data generated by GANs have much less privacy issues than real images because GANs do not directly copy any real image patches. We evaluate the proposed method on CIFAR-100, Flower-102, and MS-Celeb-1M-Base datasets and extensive experiments demonstrate the effectiveness of our method.",2018,ArXiv,1802.00853,,https://arxiv.org/pdf/1802.00853.pdf
32b2e1c54c9f13e21611f68241bcb613b5c715ed,1,1,Balanced Alignment for Face Recognition: A Joint Learning Approach,"Face alignment is crucial for face recognition and has been widely adopted. However, current practice is too simple and under-explored. There lacks an understanding of how important face alignment is and how it should be performed, for recognition. This work studies these problems and makes two contributions. First, it provides an in-depth and quantitative study of how alignment strength affects recognition accuracy. Our results show that excessive alignment is harmful and an optimal balanced point of alignment is in need. To strike the balance, our second contribution is a novel joint learning approach where alignment learning is controllable with respect to its strength and driven by recognition. Our proposed method is validated by comprehensive experiments on several benchmarks, especially the challenging ones with large pose.",2020,ArXiv,2003.10168,,https://arxiv.org/pdf/2003.10168.pdf
332548fd2e52b27e062bd6dcc1db0953ced6ed48,1,0,Low-Shot Face Recognition with Hybrid Classifiers,"In this paper, we present our solution to the MS-Celeb-1M Low-shot Face Recognition Challenge. This challenge aims to recognize 21,000 celebrities, in which 20,000 celebrities (Base Set) come with 50-100 images per person for training. But only one training image is provided for each person in the rest 1,000 celebrities (Novel Set). Given the dispersion in the number of training samples between Base Set and Novel Set, it is hard to build a single classifier that works well for both sets. To solve this problem, we propose a framework with multiple classifiers. This decomposes a single classifier for all data into multiple classifiers that each works well for a part of data. To be more specific, a Deep Convolution Neural Network (CNN) is utilized for Base Set and a Nearest Neighbor (NN) model is applied to Novel Set. The final prediction is based on a fusion of CNN results and NN results. Extensive experiments on MS-Celeb-1M Low-shot face dataset demonstrate the superiority of the proposed method. Our solution achieves 92.64% Coverage @Precision=0.99 in Novel Set while maintaining 99.58% top-1 accuracy in Base Set. This result wins the challenge in the track of without external data. Moreover, it is worth to note our result even surpasses some models using external data and can achieve the third place if compared with all participants.",2017,2017 IEEE International Conference on Computer Vision Workshops (ICCVW),,10.1109/ICCVW.2017.228,http://www1.ece.neu.edu/~yuewu/files/2017/lowshot2017.pdf
33469a8b2b0f86d0bb3a42e2a17a76d569b37da9,1,0,Cross-Resolution Learning for Face Recognition,"Convolutional Neural Networks have reached extremely high performances on the Face Recognition task. Largely used datasets, such as VGGFace2, focus on gender, pose and age variations trying to balance them to achieve better results. However, the fact that images have different resolutions is not usually discussed and resize to 256 pixels before cropping is used. While specific datasets for very low resolution faces have been proposed, less attention has been payed on the task of cross-resolution matching. Such scenarios are of particular interest for forensic and surveillance systems in which it usually happens that a low-resolution probe has to be matched with higher-resolution galleries. While it is always possible to either increase the resolution of the probe image or to reduce the size of the gallery images, to the best of our knowledge an extensive experimentation of cross-resolution matching was missing in the recent deep learning based literature. In the context of low- and cross-resolution Face Recognition, the contributions of our work are: i) we proposed a training method to fine-tune a state-of-the-art model in order to make it able to extract resolution-robust deep features; ii) we tested our models on the benchmark datasets IJB-B/C considering images at both full and low resolutions in order to show the effectiveness of the proposed training algorithm. To the best of our knowledge, this is the first work testing extensively the performance of a FR model in a cross-resolution scenario; iii) we tested our models on the low resolution and low quality datasets QMUL-SurvFace and TinyFace and showed their superior performances, even though we did not train our model on low-resolution faces only and our main focus was cross-resolution; iv) we showed that our approach can be more effective with respect to preprocessing faces with super resolution techniques.",2020,Image Vis. Comput.,1912.02851,10.1016/j.imavis.2020.103927,https://arxiv.org/pdf/1912.02851.pdf
339d0690f88b01eba162ab1b3244a3db4924d258,0,1,Generating and Validating DSA Private Keys from Online Face Images for Digital Signatures,"Signing digital documents is attracting more attention in recent years, according to the rapidly growing number of digital documents being exchanged online. The digital signature proves the authenticity of the document and the sender’s approval on the contents of the document. However, storing the private keys of users for digital signing imposes threats toward gaining unauthorized access, which can result in producing false signatures. Thus, in this paper, a novel approach is proposed to extract the private component of the key used to produce the digital signature from online face image. Hence, this private component is never stored in any database, so that, false signatures cannot be produced and the sender’s approval cannot be denied. The proposed method uses a convolutional neural network that is trained using a semi-supervised approach, so that, the values used for the training are extracted based on the predictions of the neural network. To avoid the need for training a complex neural network, the proposed neural network makes use of existing pretrained neural networks, that already have the knowledge about the distinctive features in the faces. The use of the MTCNN for face detection and Facenet for face recognition, in addition to the proposed neural network, to achieved the best performance. The performance of the proposed method is evaluated using the Colored FERET Faces Database Version 2 and has achieved robustness rate of 13.48% and uniqueness of 100%.",2019,,,10.18517/IJASEIT.9.3.8950,
3492613fc52dd8ac43e154139b9d024ca8a42e17,0,1,Angular Discriminative Deep Feature Learning for Face Verification,"Thanks to the development of deep Convolutional Neural Network (CNN), face verification has achieved great success rapidly. Specifically, Deep Distance Metric Learning (DDML), as an emerging area, has achieved great improvements in computer vision community. Softmax loss is widely used to supervise the training of most available CNN models. Whereas, feature normalization is often used to compute the pair similarities when testing. In order to bridge the gap between training and testing, we require that the intra-class cosine similarity of the inner-product layer before softmax loss is larger than a margin in the training step, accompanied by the supervision signal of softmax loss. To enhance the discriminative power of the deeply learned features, we extend the intra-class constraint to force the intra-class cosine similarity larger than the mean of nearest neighboring inter-class ones with a margin in the normalized exponential feature projection space. Extensive experiments on Labeled Face in the Wild (LFW) and Youtube Faces (YTF) datasets demonstrate that the proposed approaches achieve competitive performance for the open-set face verification task.",2020,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,10.1109/ICASSP40776.2020.9053675,
34a9c544fdf2e306e1743e05c37517b0f041d0c7,0,1,Deep Feature Space: A Geometrical Perspective,"One of the most prominent attributes of Neural Networks (NNs) constitutes their capability of learning to extract robust and descriptive features from high dimensional data, like images. Hence, such an ability renders their exploitation as feature extractors particularly frequent in an abundant of modern reasoning systems. Their application scope mainly includes complex cascade tasks, like multi-modal recognition and deep Reinforcement Learning (RL). However, NNs induce implicit biases that are difficult to avoid or to deal with and are not met in traditional image descriptors. Moreover, the lack of knowledge for describing the intra-layer properties -- and thus their general behavior -- restricts the further applicability of the extracted features. With the paper at hand, a novel way of visualizing and understanding the vector space before the NNs' output layer is presented, aiming to enlighten the deep feature vectors' properties under classification tasks. Main attention is paid to the nature of overfitting in the feature space and its adverse effect on further exploitation. We present the findings that can be derived from our model's formulation, and we evaluate them on realistic recognition scenarios, proving its prominence by improving the obtained results.",2020,ArXiv,2007.00062,,https://arxiv.org/pdf/2007.00062.pdf
34fe617eb4881289eb1d33c4aedc905e9c3f22b9,0,1,Joint Multi-View Face Alignment in the Wild,"The de facto algorithm for facial landmark estimation involves running a face detector with a subsequent deformable model fitting on the bounding box. This encompasses two basic problems: 1) the detection and deformable fitting steps are performed independently, while the detector might not provide the best-suited initialization for the fitting step, and 2) the face appearance varies hugely across different poses, which makes the deformable face fitting very challenging and thus distinct models have to be used (e.g., one for profile and one for frontal faces). In this paper, we propose the first, to the best of our knowledge, joint multi-view convolutional network to handle large pose variations across faces in-the-wild, and elegantly bridge face detection and facial landmark localization tasks. The existing joint face detection and landmark localization methods focus only on a very small set of landmarks. By contrast, our method can detect and align a large number of landmarks for semi-frontal (68 landmarks) and profile (39 landmarks) faces. We evaluate our model on a plethora of datasets including the standard static image datasets such as IBUG, 300W, COFW, and the latest Menpo Benchmark for both semi-frontal and profile faces. A significant improvement over the state-of-the-art methods on deformable face tracking is witnessed on the 300VW benchmark. We also demonstrate state-of-the-art results for face detection on FDDB and MALF datasets.",2019,IEEE Transactions on Image Processing,1708.06023,10.1109/TIP.2019.2899267,https://arxiv.org/pdf/1708.06023.pdf
34ffe6e3285a8b5b1bd4bd24b402a90a84335bc2,0,1,Heimdall: mobile GPU coordination platform for augmented reality applications,"We present Heimdall, a mobile GPU coordination platform for emerging Augmented Reality (AR) applications. Future AR apps impose an explored challenging workload: i) concurrent execution of multiple Deep Neural Networks (DNNs) for physical world and user behavior analysis, and ii) seamless rendering in presence of the DNN execution for immersive user experience. Existing mobile deep learning frameworks, however, fail to support such workload: multi-DNN GPU contention slows down inference latency (e.g., from 59.93 to 1181 ms), and rendering-DNN GPU contention degrades frame rate (e.g., from 30 to ≈12 fps). Multi-tasking for desktop GPUs (e.g., parallelization, preemption) cannot be applied to mobile GPUs as well due to limited architectural support and memory bandwidth. To tackle the challenge, we design a Pseudo-Preemption mechanism which i) breaks down the bulky DNN into smaller units, and ii) prioritizes and flexibly schedules concurrent GPU tasks. We prototyped Heimdall over various mobile GPUs (i.e., recent Adreno series) and multiple AR app scenarios that involve combinations of 8 state-of-the-art DNNs. Our extensive evaluation shows that Heimdall enhances the frame rate from ≈12 to ≈30 fps while reducing the worst-case DNN inference latency by up to ≈15 times compared to the baseline multi-threading approach.",2020,MobiCom,,10.1145/3372224.3419192,
3502d92fd7f7a3ff280d33167f958b7b03717407,0,1,Multi-path x-D recurrent neural networks for collaborative image classification,"With the rapid development of image acquisition and storage, multiple images per class are commonly available for computer vision tasks (e.g., face recognition, object detection, medical imaging, etc.). Recently, the recurrent neural network (RNN) has been widely integrated with convolutional neural networks (CNN) to perform image classification on ordered (sequential) data. In this paper, by permutating multiple images as multiple dummy orders, we generalize the ordered ""RNN+CNN"" design (longitudinal) to a novel unordered fashion, called Multi-path x-D Recurrent Neural Network (MxDRNN) for image classification. To the best of our knowledge, few (if any) existing studies have deployed the RNN framework to unordered intra-class images to leverage classification performance. Specifically, multiple learning paths are introduced in the MxDRNN to extract discriminative features by permutating input dummy orders. Eight datasets from five different fields (MNIST, 3D-MNIST, CIFAR, VGGFace2, and lung screening computed tomography) are included to evaluate the performance of our method. The proposed MxDRNN improves the baseline performance by a large margin across the different application fields (e.g., accuracy from 46.40% to 76.54% in VGGFace2 test pose set, AUC from 0.7418 to 0.8162 in NLST lung dataset). Additionally, empirical experiments show the MxDRNN is more robust to category-irrelevant attributes (e.g., expression, pose in face images), which may introduce difficulties for image classification and algorithm generalizability. The code is publicly available.",2020,Neurocomputing,,10.1016/j.neucom.2020.02.033,
356b34bc02cd92209830cfbe336d39ef78714d1d,0,1,Towards Backward-Compatible Representation Learning,"We propose a way to learn visual features that are compatible with previously computed ones even when they have different dimensions and are learned via different neural network architectures and loss functions. Compatible means that, if such features are used to compare images, then ``new'' features can be compared directly to ``old'' features, so they can be used interchangeably. This enables visual search systems to bypass computing new features for all previously seen images when updating the embedding models, a process known as backfilling. Backward compatibility is critical to quickly deploy new embedding models that leverage ever-growing large-scale training datasets and improvements in deep learning architectures and training methods. We propose a framework to train embedding models, called backward-compatible training (BCT), as a first step towards backward compatible representation learning. In experiments on learning embeddings for face recognition, models trained with BCT successfully achieve backward compatibility without sacrificing accuracy, thus enabling backfill-free model updates of visual embeddings.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2003.11942,10.1109/cvpr42600.2020.00640,https://arxiv.org/pdf/2003.11942.pdf
3582fe51967f9b5caa7083efe5cedae5af240565,1,0,Methodologies of Audio-Visual Biometric Performance Evaluation for the H2020 SpeechXRays Project,"Biometric recognition is nowadays widely used in different services and applications, making the user authentication easier and more secure than the traditional authentication system. Starting from this idea, the EU SpeechXRays project H2020 developed and evaluated in real-life environments a user recognition platform based on face and voice modalities. Since the proposed biometric solution was evaluated in real-life environments where biometric data recorded was not accessible because of the General Data Protection Regulation GDPR, the ground truth of the conducted evaluation was not available. To correctly report the performance evaluation, some methodologies were proposed to detect the errors caused by the absence of ground truth. This paper describes the biometric solution provided by the project and presents the biometric performance evaluation carried out in three real-life use case pilots on more than 2 000 users.",2020,2020 5th International Conference on Advanced Technologies for Signal and Image Processing (ATSIP),,10.1109/ATSIP49331.2020.9231680,
35937ab3aaf3b8eee89180a1b892c3daa96d2bab,1,1,AdaCos: Adaptively Scaling Cosine Logits for Effectively Learning Deep Face Representations,"The cosine-based softmax losses and their variants achieve great success in deep learning based face recognition. However, hyperparameter settings in these losses have significant influences on the optimization path as well as the final recognition performance. Manually tuning those hyperparameters heavily relies on user experience and requires many training tricks. In this paper, we investigate in depth the effects of two important hyperparameters of cosine-based softmax losses, the scale parameter and angular margin parameter, by analyzing how they modulate the predicted classification probability. Based on these analysis, we propose a novel cosine-based softmax loss, AdaCos, which is hyperparameter-free and leverages an adaptive scale parameter to automatically strengthen the training supervisions during the training process. We apply the proposed AdaCos loss to large-scale face verification and identification datasets, including LFW, MegaFace, and IJB-C 1:1 Verification. Our results show that training deep neural networks with the AdaCos loss is stable and able to achieve high face recognition accuracy. Our method outperforms state-of-the-art softmax losses on all the three datasets.",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),1905.00292,10.1109/CVPR.2019.01108,https://arxiv.org/pdf/1905.00292.pdf
35ddd4896d9396d5dcff3f32bd79ff7cf3e82777,1,1,ShrinkTeaNet: Million-scale Lightweight Face Recognition via Shrinking Teacher-Student Networks,"Large-scale face recognition in-the-wild has been recently achieved matured performance in many real work applications. However, such systems are built on GPU platforms and mostly deploy heavy deep network architectures. Given a high-performance heavy network as a teacher, this work presents a simple and elegant teacher-student learning paradigm, namely ShrinkTeaNet, to train a portable student network that has significantly fewer parameters and competitive accuracy against the teacher network. Far apart from prior teacher-student frameworks mainly focusing on accuracy and compression ratios in closed-set problems, our proposed teacher-student network is proved to be more robust against open-set problem, i.e. large-scale face recognition. In addition, this work introduces a novel Angular Distillation Loss for distilling the feature direction and the sample distributions of the teacher's hypersphere to its student. Then ShrinkTeaNet framework can efficiently guide the student's learning process with the teacher's knowledge presented in both intermediate and last stages of the feature embedding. Evaluations on LFW, CFP-FP, AgeDB, IJB-B and IJB-C Janus, and MegaFace with one million distractors have demonstrated the efficiency of the proposed approach to learn robust student networks which have satisfying accuracy and compact sizes. Our ShrinkTeaNet is able to support the light-weight architecture achieving high performance with 99.77% on LFW and 95.64% on large-scale Megaface protocols.",2019,ArXiv,1905.1062,,https://arxiv.org/pdf/1905.10620.pdf
35e1120677d1528edd9395e81dd2ca85e7319952,1,0,Investigating Bias in Deep Face Analysis: The KANFace Dataset and Empirical Study,,2020,ArXiv,2005.07302,10.1016/j.imavis.2020.103954,https://arxiv.org/pdf/2005.07302.pdf
3605e0e6ea610576fa85fcf8737b9f20ddd87180,1,0,Self-supervised Face Representation Learning,"This thesis investigates fine-tuning deep face features in a self-supervised manner for discriminative face representation learning, wherein we develop methods to automatically generate pseudo-labels for training a neural network. Most importantly solving this problem helps us to advance the state-of-the-art in representation learning and can be beneficial to a variety of practical downstream tasks. Fortunately, there is a vast amount of videos on the internet that can be used by machines to learn an effective representation. We present methods that can learn a strong face representation from large-scale data be the form of images or video.    However, while learning a good representation using a deep learning algorithm requires a large-scale dataset with manually curated labels, we propose self-supervised approaches to generate pseudo-labels utilizing the temporal structure of the video data and similarity constraints to get supervision from the data itself.    We aim to learn a representation that exhibits small distances between samples from the same person, and large inter-person distances in feature space. Using metric learning one could achieve that as it is comprised of a pull-term, pulling data points from the same class closer, and a push-term, pushing data points from a different class further away. Metric learning for improving feature quality is useful but requires some form of external supervision to provide labels for the same or different pairs. In the case of face clustering in TV series, we may obtain this supervision from tracks and other cues. The tracking acts as a form of high precision clustering (grouping detections within a shot) and is used to automatically generate positive and negative pairs of face images. Inspired from that we propose two variants of discriminative approaches: Track-supervised Siamese network (TSiam) and Self-supervised Siamese network (SSiam). In TSiam, we utilize the tracking supervision to obtain the pair, additional we include negative training pairs for singleton tracks -- tracks that are not temporally co-occurring. As supervision from tracking may not always be available, to enable the use of metric learning without any supervision we propose an effective approach SSiam that can generate the required pairs automatically during training. In SSiam, we leverage dynamic generation of positive and negative pairs based on sorting distances (i.e. ranking) on a subset of frames and do not have to only rely on video/track based supervision.    Next, we present a method namely Clustering-based Contrastive Learning (CCL), a new clustering-based representation learning approach that utilizes automatically discovered partitions obtained from a clustering algorithm (FINCH) as weak supervision along with inherent video constraints to learn discriminative face features. As annotating datasets is costly and difficult, using label-free and weak supervision obtained from a clustering algorithm as a proxy learning task is promising. Through our analysis, we show that creating positive and negative training pairs using clustering predictions help to improve the performance for video face clustering.    We then propose a method face grouping on graphs (FGG), a method for unsupervised fine-tuning of deep face feature representations. We utilize a graph structure with positive and negative edges over a set of face-tracks based on their temporal structure of the video data and similarity-based constraints. Using graph neural networks, the features communicate over the edges allowing each track's feature to exchange information with its neighbors, and thus push each representation in a direction in feature space that groups all representations of the same person together and separates representations of a different person.    Having developed these methods to generate weak-labels for face representation learning, next we propose to learn compact yet effective representation for describing face tracks in videos into compact descriptors, that can complement previous methods towards learning a more powerful face representation. Specifically, we propose Temporal Compact Bilinear Pooling (TCBP) to encode the temporal segments in videos into a compact descriptor. TCBP possesses the ability to capture interactions between each element of the feature representation with one-another over a long-range temporal context. We integrated our previous methods TSiam, SSiam and CCL with TCBP and demonstrated that TCBP has excellent capabilities in learning a strong face representation. We further show TCBP has exceptional transfer abilities to applications such as multimodal video clip representation that jointly encodes images, audio, video and text, and video classification.    All of these contributions are demonstrated on benchmark video clustering datasets: The Big Bang Theory, Buffy the Vampire Slayer and Harry Potter 1. We provide extensive evaluations on these datasets achieving a significant boost in performance over the base features, and in comparison to the state-of-the-art results.",2020,,,10.5445/IR/1000119819,
3608d8b60b5b89804efa72e46e8a0e3509447f7e,0,1,Image Classification to Diagnose Chronic Atrophic Gastritis Based on Squeeze-and-Excitation Block,"Chronic atrophic gastritis (CAG) is an organ-specific autoimmune disease, and its occurrence and development seriously threaten human health. Therefore, CAG is medically characterized as a serious precancerous lesion. We used a convolutional neural network (CNN) to construct a deep learning network, which helps improve the accuracy of diagnosing CAG. In this paper, we used the INPAINT_TELEA algorithm to remove the watermark in gastric antrum images. According to the characteristics of the dataset, a 14 layers’ convolutional neural network (SE-CAG) was designed, in which the BN layer and scale layer are added to prevent overfitting. The designed network is integrated into the Squeeze-and-Excitation (SE) block. Through the feature reuse principle of SE block, the effective features are highlighted, to realize the classification of our datasets. From experimental results on our dataset, the detection rate of chronic atrophic gastritis is 88.15%, which makes it possible to diagnose CAG automatically. Compared with the ResNet (Deep Residual Network) and VGG16, on our own dataset, the proposed model shows a better performance in diagnosing CAG. Then, we used the FP-Growth algorithm to explore the relationship between atrophic gastritis and other gastroscopic symptoms, so that it can establish the relationship between endoscopy and diagnosis results.",2020,2020 IEEE 5th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),,10.1109/ICCCBDA49378.2020.9095753,
361eaef45fccfffd5b7df12fba902490a7d24a8d,1,0,Robust deep learning features for face recognition under mismatched conditions,"In this paper, we addressed the problem of face recognition under mismatched conditions. In the proposed system, for face representation, we leveraged the state-of-the-art deep learning models trained on the VGGFace2 dataset. More specifically, we used pretrained convolutional neural network models to extract 2048 dimensional feature vectors from face images of International Challenge on Biometric Recognition in the Wild dataset, shortly, ICB-RW 2016. In this challenge, the gallery images were collected under controlled, indoor studio settings, whereas probe images were acquired from outdoor surveillance cameras. For classification, we trained a nearest neighbor classifier using correlation as the distance metric. Experiments on the ICB-RW 2016 dataset have shown that the employed deep learning models that were trained on the VGGFace2 dataset provides superior performance. Even using a single model, compared to the ICB-RW 2016 winner system, around 15% absolute increase in Rank-1 correct classification rate has been achieved. Combining individual models at feature level has improved the performance further. The ensemble of four models achieved 91.8% Rank-1, 98.0% Rank-5 identification rate, and 0.997 Area Under the Curve of Cumulative Match Score on the probe set. The proposed method significantly outperforms the Rank-1, Rank-5 identification rates, and Area Under the Curve of Cumulative Match Score of the best approach at the ICB-RW 2016 challenge, which were 69.8%, 85.3%, and 0.954, respectively.",2018,2018 26th Signal Processing and Communications Applications Conference (SIU),,10.1109/SIU.2018.8404319,
362efd9641870f95fc3eba6d49b609673466e3ff,0,1,An efficient deep face matching method for ID and selfie photos: SIRFace,"User authentication using face biometrics has been becoming popular in many administrative activities (e.g., airport check-in, banking security systems, immigration managements, etc.). In this process, the facial image taken from an authorized document (e.g., identity (ID) card, passport, driving license) is compared to the live face that captured directly by stationary camera or human eyes to check whether they are matched as the same person. The problem is really challenging due to cross-domain difference including age changes, low document quality, and accessories. Recently, a few efforts have been made to build automatic face matching systems based on face recognition technologies. In this paper, we proposed a novel and efficient deep face matching system called SIRFace, which is derived from the RetinaFace detection model, InsightFace embedding model, and SVM classifier. SIRFace also contributed an efficient technique using Cosine similarity to mitigate the impacts of the cross-domain difference, which has not been used in any other related works. The experimental results on a dataset of 2,865 subjects with 9,824 images (i.e., ID and selfie photos) using our method achieved an error rate of 2.34%, which is potentially used for real life applications.",2020,International Conference on Digital Image Processing,,10.1117/12.2573327,
