paperId,uses dataset or derivative,dataset(s) / model(s) used,unable to disambiguate,cites D18,cites D19,cites D20(1),cites D20(2),cites D20(3),cites D21,cites D22,cites D23,cites D24,cites D25,cites D26,title,abstract,year,venue,arxivId,doi,pdfUrl
3a4f8a62abef8c10a6e561572fa9bfdbf6099af3,1,[D20],,1,0,0,0,1,0,0,0,0,0,0,Robust Linear Subspace for Image Set Retrieval,"This paper attempts to take advantage of both dual linear regression and sparse coding for set-to-set based object recognition. In order to determine the right category of test image set, our algorithm finds a virtual object in the intersection of two subspace, one of which is represented by a sparse linear combination of the images in test image set, the other represented by a sparse linear combinations of all images in the gallery. The quality of the representation of the virtual object using images of each category in the gallery is evaluated and used to make the decision of the classification. Experiments on the benchmarks Caltech101, YouTube and LFW are carried out to verify the effectiveness of the algorithm. The results demonstrate that our algorithm achieved best classification accuracy with state-of-the-art methods.",2020,ICMLC,,10.1145/3383972.3383976,
3b3941524d97e7f778367a1250ba1efb9205d5fc,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Open Source Face Recognition Performance Evaluation Package,"Biometrics-related research has been accelerated significantly by deep learning technology. However, there are limited open-source resources to help researchers evaluate their deep learning-based biometrics algorithms efficiently, especially for the face recognition tasks. In this work, we design and implement a light-weight, maintainable, scalable, generalizable, and extendable face recognition evaluation toolbox named FaRE that supports both online and offline evaluation to provide feedback to algorithm development and accelerate biometrics-related research. FaRE consists of a set of evaluation metric functions and provides various APIs for commonly-used face recognition datasets including LFW, CFP, UHDB31, and IJB-series datasets, which can be easily extended to include other customized datasets. The package and the pre-trained baseline models will be released for public academic research use after obtaining university approval.",2019,ArXiv,1901.09447,,https://arxiv.org/pdf/1901.09447.pdf
3b3efb099c993514dcf87b19b78d7dc341d0c034,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Face Extraction and Recognition from Public Images Using HIPI,"Social networking services with public data are widely used nowadays. Billions of images uploaded to the internet each day over the world. This paper proposes the idea of a system which is currently being developed. The system collects images from public sources by some specific criteria, applies face detection and recognition algorithms on collected images, and provides the results in readable form. The Apache Hadoop library is used to increase performance of the system, and images are downloaded by the help of HIPI library. For testing purposes Labeled Faces in the Wild benchmark is used as a database for images containing over 13233 images of 5749 identities. Each image is jpg format in 250*250 resolutions. Results were more than good after testing the system with this database for face detection and recognition.",2018,2018 14th International Conference on Electronics Computer and Computation (ICECCO),,10.1109/ICECCO.2018.8634718,
3c93a0d4722a151559b16b5ad3ddb693cef636e1,0,,,0,1,0,0,0,0,0,0,0,0,0,Efficient Process-in-Memory Architecture Design for Unsupervised GAN-based Deep Learning using ReRAM,"The ending of Moore's Law makes domain-specific architecture as the future of computing. The most representative is the emergence of various deep learning accelerators. Among the proposed solutions, resistive random access memory (ReRAM) based process-in-memory (PIM) architecture is anticipated as a promising candidate because ReRAM has the capability of both data storage and in-situ computation. However, we found that existing solutions are unable to efficiently support the computational needs required by the training of unsupervised generative adversarial networks (GANs), due to the lack of the following two features: 1) Computation efficiency: GAN utilizes a new operator, called transposed convolution. It inserts massive zeros in its input before a convolution operation, resulting in significant resource under-utilization; 2) Data traffic: The data intensive training process of GANs often incurs structural heavy data traffic as well as frequent massive data swaps. Our research follows the PIM strategy by leveraging the energy-efficiency of ReRAM arrays for vector-matrix multiplication to enhance the performance and energy efficiency. Specifically, we propose a novel computation deformation technique that can skip zero-insertions in transposed convolution for computation efficiency improvement. Moreover, we explore an efficient pipelined training procedure to reduce on-chip memory access. The implementation of related circuits and architecture is also discussed. At the end, we present our perspective on the future trend and opportunities of deep learning accelerators.",2019,ACM Great Lakes Symposium on VLSI,,10.1145/3299874.3319482,
3cadb554a0022a5b12b87930177ba95d4fe0d868,0,,,1,0,1,0,0,0,0,0,0,0,0,Template adaptation for face verification and identification,"Abstract Face recognition performance evaluation has traditionally focused on one-to-one verification, popularized by the Labeled Faces in the Wild data set [1] for imagery and the YouTubeFaces data set [2] for videos. In contrast, the newly released IJB-A face recognition data set [3] unifies evaluation of one-to-many face identification with one-to-one face verification over templates, or sets of imagery and videos for a subject. In this paper, we study the problem of template adaptation, a form of transfer learning to the set of media in a template. Extensive performance evaluations on IJB-A show a surprising result, that perhaps the simplest method of template adaptation, combining deep convolutional network features with template specific linear SVMs, outperforms the state-of-the-art by a wide margin. We study the effects of template size, negative set construction and classifier fusion on performance, then compare template adaptation to convolutional networks with metric learning, 2D and 3D alignment. Our unexpected conclusion is that these other methods, when combined with template adaptation, all achieve nearly the same top performance on IJB-A for template-based face verification and identification.",2018,Image Vis. Comput.,,10.1016/j.imavis.2018.09.002,
3d17bd832ca3e3f1fc84624a3093ae84d2bce041,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Hierarchical Feature-Pair Relation Networks for Face Recognition,"We propose a novel face recognition method using a Hierarchical Feature Relational Network (HFRN) which extracts facial part representations around facial landmark points, and predicts hierarchical latent relations between facial part representations. These hierarchical latent relations should be unique relations within the same identity and discriminative relations among different identities for face recognition task. To do this, the HFRN extracts appearance features as facial parts representations around facial landmark points on the feature maps, globally pool these extracted appearance features onto single feature vectors, and captures the relations for the pairs of appearance features. The HFRN captures the locally detailed relations in the low-level layers and the locally abstracted global relations in the high-level layers for the pairs of appearance features extracted around facial landmark points projected on each layer, respectively. These relations from low-level layers to high-level layers are concatenated into a single hierarchical relation feature. To further improve the accuracy of face recognition, we combine the global appearance feature with the hierarchical relation feature. In experiments, the proposed method achieves the comparable performance in the 1:1 face verification and 1:N face identification tasks compared to existing state-of-the-art methods on the challenging IARPA Janus Benchmark A (IJB-A) and IARPA Janus Benchmark B (IJB-B) datasets.",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,10.1109/CVPRW.2019.00286,http://openaccess.thecvf.com/content_CVPRW_2019/papers/Biometrics/Kang_Hierarchical_Feature-Pair_Relation_Networks_for_Face_Recognition_CVPRW_2019_paper.pdf
3dced9b381570a52d77e8c3470d31d3ee9507f9c,1,"[D21], [D31]",,0,0,0,0,0,1,0,0,0,0,0,Age and gender classification in the wild with unsupervised feature learning,"Abstract. Inspired by unsupervised feature learning (UFL) within the self-taught learning framework, we propose a method based on UFL, convolution representation, and part-based dimensionality reduction to handle facial age and gender classification, which are two challenging problems under unconstrained circumstances. First, UFL is introduced to learn selective receptive fields (filters) automatically by applying whitening transformation and spherical k-means on random patches collected from unlabeled data. The learning process is fast and has no hyperparameters to tune. Then, the input image is convolved with these filters to obtain filtering responses on which local contrast normalization is applied. Average pooling and feature concatenation are then used to form global face representation. Finally, linear discriminant analysis with part-based strategy is presented to reduce the dimensions of the global representation and to improve classification performances further. Experiments on three challenging databases, namely, Labeled faces in the wild, Gallagher group photos, and Adience, demonstrate the effectiveness of the proposed method relative to that of state-of-the-art approaches.",2017,J. Electronic Imaging,,10.1117/1.JEI.26.2.023007,
3e8bc8ed766a5fb0224bf61409599de21c221c56,0,,,1,0,0,0,0,0,0,0,0,0,0,A Face in any Form: New Challenges and Opportunities for Face Recognition Technology,"Despite new technologies that make face detection and recognition more sophisticated, long-recognized problems in security, privacy, and accuracy persist. Refining this technology and introducing it into new domains will require solving these problems through focused interdisciplinary efforts among developers, researchers, and policymakers.",2017,Computer,,10.1109/MC.2017.119,
3e93d3b6b0cdc24ea5ee2b1b03e6a6a5a1d97f0c,0,,,0,1,0,0,0,0,0,0,0,0,0,Cross-Modal Deep Face Normals With Deactivable Skip Connections,"We present an approach for estimating surface normals from in-the-wild color images of faces. While data-driven strategies have been proposed for single face images, limited available ground truth data makes this problem difficult. To alleviate this issue, we propose a method that can leverage all available image and normal data, whether paired or not, thanks to a novel cross-modal learning architecture. In particular, we enable additional training with single modality data, either color or normal, by using two encoder-decoder networks with a shared latent space. The proposed architecture also enables face details to be transferred between the image and normal domains, given paired data, through skip connections between the image encoder and normal decoder. Core to our approach is a novel module that we call deactivable skip connections, which allows integrating both the auto-encoded and image-to-normal branches within the same architecture that can be trained end-to-end. This allows learning of a rich latent space that can accurately capture the normal information. We compare against state-of-the-art methods and show that our approach can achieve significant improvements, both quantitative and qualitative, with natural face images.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2003.09691,10.1109/CVPR42600.2020.00503,https://arxiv.org/pdf/2003.09691.pdf
3e9ab40e6e23f09d16c852b74d40264067ac6abc,1,[D18],,1,0,0,1,0,0,0,0,0,0,0,Learning Locally-Adaptive Decision Functions for Person Verification,"This paper considers the person verification problem in modern surveillance and video retrieval systems. The problem is to identify whether a pair of face or human body images is about the same person, even if the person is not seen before. Traditional methods usually look for a distance (or similarity) measure between images (e.g., by metric learning algorithms), and make decisions based on a fixed threshold. We show that this is nevertheless insufficient and sub-optimal for the verification problem. This paper proposes to learn a decision function for verification that can be viewed as a joint model of a distance metric and a locally adaptive thresholding rule. We further formulate the inference on our decision function as a second-order large-margin regularization problem, and provide an efficient algorithm in its dual from. We evaluate our algorithm on both human body verification and face verification problems. Our method outperforms not only the classical metric learning algorithm including LMNN and ITML, but also the state-of-the-art in the computer vision community.",2013,2013 IEEE Conference on Computer Vision and Pattern Recognition,,10.1109/CVPR.2013.463,http://www.ifp.illinois.edu/~chang87/papers/cvpr_2013.pdf
3f3d10db649a63d7142906511e8cff0a2e1e1cd3,0,,,0,0,0,0,0,0,0,0,0,1,0,Mural Sketch Generation via Style-aware Convolutional Neural Network,"Sketch is one of the most important art expression forms for traditional Chinese painting. This paper presents a complete sketch generation framework for ancient mural paintings. First, we propose a deep learning network to perform mural-to-sketch prediction by combining meaningful convolutional features in a holistic manner. A dedicated mural database with fine-grained ground truth is built for network training and testing. Then we design a style-aware image fusion approach by detecting the specific feature region in a mural, from which the artistic style can be maximally preserved. Experimental results have demonstrated its validity in extracting style mural sketch. This work has the potential to provide a computer aided tool for artists and restorers to imitate and restore time-honored paintings.",2018,CGI 2018,,10.1145/3208159.3208160,
40096a032691b5cd6372be50aefed57f1dd9949c,0,,,0,1,0,0,0,0,0,0,0,0,0,Learning Spatial Attention for Face Super-Resolution,"General image super-resolution techniques have difficulties in recovering detailed face structures when applying to low resolution face images. Recent deep learning based methods tailored for face images have achieved improved performance by jointly trained with additional task such as face parsing and landmark prediction. However, multi-task learning requires extra manually labeled data. Besides, most of the existing works can only generate relatively low resolution face images (e.g., 128×128), and their applications are therefore limited. In this paper, we introduce a novel SPatial Attention Residual Network (SPARNet) built on our newly proposed Face Attention Units (FAUs) for face super-resolution. Specifically, we introduce a spatial attention mechanism to the vanilla residual blocks. This enables the convolutional layers to adaptively bootstrap features related to the key face structures and pay less attention to those less feature-rich regions. This makes the training more effective and efficient as the key face structures only account for a very small portion of the face image. Visualization of the attention maps shows that our spatial attention network can capture the key face structures well even for very low resolution faces (e.g., 16×16). Quantitative comparisons on various kinds of metrics (including PSNR, SSIM, identity similarity, and landmark detection) demonstrate the superiority of our method over current state-of-the-arts. We further extend SPARNet with multi-scale discriminators, named as SPARNetHD, to produce high resolution results (i.e., 512×512). We show that SPARNetHD trained with synthetic data cannot only produce high quality and high resolution outputs for synthetically degraded face images, but also show good generalization ability to real world low quality face images.",2020,IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,2012.01211,10.1109/TIP.2020.3043093,https://arxiv.org/pdf/2012.01211.pdf
4015d798a8c6feef1ff21b44948d9f6c537ce64b,0,,,0,1,0,0,0,0,0,0,0,0,0,Parallel-Pathway Generator for Generative Adversarial Networks to Generate High-Resolution Natural Images,"Generative Adversarial Networks (GANs) can learn various generative models such as probability distribution and images, while it is difficult to converge training. There are few successful methods for generating high-resolution images. In this paper, we propose the parallel-pathway generator network to generate high-resolution natural images. Our parallel network are constructed by parallelly stacked generators with different structure. To investigate the effect of our structure, we apply it to two image generation tasks: human-face image and road image which does not have square resolution. Results indicate that our method can generate high-resolution natural images with few parameter tuning.",2017,ICANN,,10.1007/978-3-319-68612-7_74,
40638a7a9e0a0499af46053c6efc05ce0b088a28,0,,,0,1,0,0,0,0,0,0,0,0,0,On the convergence properties of GAN training,"Recent work has shown local convergence of GAN training for absolutely continuous data and generator distributions. In this note we show that the requirement of absolute continuity is necessary: we describe a simple yet prototypical counterexample showing that in the more realistic case of distributions that are not absolutely continuous, unregularized GAN training is generally not convergent. Furthermore, we discuss recent regularization strategies that were proposed to stabilize GAN training. Our analysis shows that while GAN training with instance noise or gradient penalties converges, Wasserstein-GANs and Wasserstein-GANs-GP with a finite number of discriminator updates per generator update do in general not converge to the equilibrium point. We explain these results and show that both instance noise and gradient penalties constitute solutions to the problem of purely imaginary eigenvalues of the Jacobian of the gradient vector field. Based on our analysis, we also propose a simplified gradient penalty with the same effects on local convergence as more complicated penalties.",2018,ArXiv,,,
413992b048847aa6e82631420799403e61516d23,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Analyzing and Reducing the Damage of Dataset Bias to Face Recognition With Synthetic Data,"It is well known that deep learning approaches to face recognition suffer from various biases in the available training data. In this work, we demonstrate the large potential of synthetic data for analyzing and reducing the negative effects of dataset bias on deep face recognition systems. In particular we explore two complementary application areas for synthetic face images: 1) Using fully annotated synthetic face images we can study the face recognition rate as a function of interpretable parameters such as face pose. This enables us to systematically analyze the effect of different types of dataset biases on the generalization ability of neural network architectures. Our analysis reveals that deeper neural network architectures can generalize better to unseen face poses. Furthermore, our study shows that current neural network architectures cannot disentangle face pose and facial identity, which limits their generalization ability. 2) We pre-train neural networks with large-scale synthetic data that is highly variable in face pose and the number of facial identities. After a subsequent fine-tuning with real-world data, we observe that the damage of dataset bias in the real-world data is largely reduced. Furthermore, we demonstrate that the size of real-world datasets can be reduced by 75% while maintaining competitive face recognition performance. The data and software used in this work are publicly available.",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,10.1109/CVPRW.2019.00279,https://edoc.unibas.ch/75257/1/20200128164027_5e3055eb775f1.pdf
4180978dbcd09162d166f7449136cb0b320adf1f,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Real-time head pose classification in uncontrolled environments with Spatio-Temporal Active Appearance Models,"In this paper, we present a full-automatic real-time system for recognizing the head pose in uncontrolled environments over a cotinouos spatio-temporal behavior by the subject . The method is based on tracking facial features through Active Appearance Models. To differentiate and identify the different head pose we use a multiclassifier composed of different binary Support Vector Machines. Finally, we propose a continuous solution to the problem using the Tait-Bryan angles, addressing the problem of the head pose as an object that performs a rotary motion in dimensional space.",2010,,,,https://pdfs.semanticscholar.org/4180/978dbcd09162d166f7449136cb0b320adf1f.pdf
430cd3385d26ea1f58d61fb700635fdbe037b823,0,,,0,0,1,0,0,0,0,0,0,0,0,Multi-directional local adjacency descriptors (MDLAD) for heterogeneous face recognition,"This paper presents new image descriptors for heterogeneous face recognition (HFR). The proposed descriptors combine directional and neighborhood information using a rotating spoke and concentric rings concept. We name the descriptors as multi-directional local adjacency descriptors (MDLAD). This family of descriptor captures the directional information through successive rotations of a pair of orthogonal spokes. Likewise, they capture the adjacency information through a comparison against the central pixel of a window with concentric rings around the central pixel. The MDLAD is found to describe the face images well for recognition purposes, which when matched using the chi-squared distance. The face recognition performance with MDLAD improves with its use as a layer in a deep neural network, which yields a robust classification for heterogeneous face recognition with respect to the state-of-the-art methods. The MDLADNET deep network is easily trainable with few hyperparameters and limited data samples as compared to existing similar deep networks. We have experimented on different heterogeneous modalities viz. Extended Yale B, CASIA, CUFSF, IIITD, LFW, Multi-PIE, and CARL, and have found proficient results.",2020,IET Image Process.,,10.1049/iet-ipr.2019.0199,
43bb20ccfda7b111850743a80a5929792cb031f0,0,,,0,0,0,0,0,0,0,0,0,1,0,Discrimination of Computer Generated versus Natural Human Faces,"The development of computer graphics technologies has been bringing realism to computer generated multimedia data, e.g., scenes, human characters and other objects, making them achieve a very high quality level. However, these synthetic objects may be used to create situations which may not be present in real world, hence raising the demand of having advance tools for differentiating between real and artificial data. Indeed, since 2005 the research community on multimedia forensics has started to develop methods to identify computer generated multimedia data, focusing mainly on images. However, most of them do not achieved very good performances on the problem of identifying CG characters. The objective of this doctoral study is to develop efficient techniques to distinguish between computer generated and natural human faces. We focused our study on geometric-based forensic techniques, which exploit the structure of the face and its shape, proposing methods both for image and video forensics. Firstly, we proposed a method to differentiate between computer generated and photographic human faces in photos. Based on the estimation of the face asymmetry, a given photo is classified as computer generated or not. Secondly, we introduced a method to distinguish between computer generated and natural faces based on facial expressions analysis. In particular, small variations of the facial shape models corresponding to the same expression are used as evidence of synthetic characters. Finally, by exploiting the differences between face models over time, we can identify synthetic animations since their models are usually recreated or performed in patterns, comparing to the models of natural animations.",2014,,,,http://eprints-phd.biblio.unitn.it/1168/1/dnductien_PhDThesis.pdf
43e9e3b8f61b9e950633fe7415e8be9ed79c1f22,0,,,0,1,0,0,0,0,0,0,0,0,0,Modifying social dimensions of human faces with ModifAE,"Author(s): Atalla, Chad E | Advisor(s): Cottrell, Gary | Abstract: At first glance, humans extract social judgments from faces, including how trustworthy, attractive, and aggressive they look. These impressions have profound social, economic, and political consequences, as they subconsciously influence decisions like voting and criminal sentencing. Therefore, understanding human perception of these judgments is important for the social sciences. In this work, we present a modifying autoencoder (ModifAE, pronounced ``modify'') that can model and alter these facial impressions. We assemble a face impression dataset large enough for training a generative model by applying a state-of-the-art (SOTA) impression predictor to faces from CelebA. Then, we apply ModifAE to learn generalizable modifications of these continuous-valued traits in faces (e.g., make a face look slightly more intelligent or much less aggressive). ModifAE can modify face images to create controlled social science experimental datasets, and it can reveal dataset biases by creating direct visualizations of what makes a face salient in social dimensions. The ModifAE architecture is also smaller and faster than SOTA image-to-image translation models, while outperforming SOTA in quantitative evaluations.",2019,CogSci,,,https://pdfs.semanticscholar.org/43e9/e3b8f61b9e950633fe7415e8be9ed79c1f22.pdf
44f48a4b1ef94a9104d063e53bf88a69ff0f55f3,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Automatically Building Face Datasets of New Domains from Weakly Labeled Data with Pretrained Models,"Training data are critical in face recognition systems. However, labeling a large scale face data for a particular domain is very tedious. In this paper, we propose a method to automatically and incrementally construct datasets from massive weakly labeled data of the target domain which are readily available on the Internet under the help of a pretrained face model. More specifically, given a large scale weakly labeled dataset in which each face image is associated with a label, i.e. the name of an identity, we create a graph for each identity with edges linking matched faces verified by the existing model under a tight threshold. Then we use the maximal subgraph as the cleaned data for that identity. With the cleaned dataset, we update the existing face model and use the new model to filter the original dataset to get a larger cleaned dataset. We collect a large weakly labeled dataset containing 530,560 Asian face images of 7,962 identities from the Internet, which will be published for the study of face recognition. By running the filtering process, we obtain a cleaned datasets (99.7+% purity) of size 223,767 (recall 70.9%). On our testing dataset of Asian faces, the model trained by the cleaned dataset achieves recognition rate 93.1%, which obviously outperforms the model trained by the public dataset CASIA whose recognition rate is 85.9%.",2016,ArXiv,1611.08107,,https://arxiv.org/pdf/1611.08107.pdf
457de9ee7729629dbcb2f0ff9bef434977e6d8a3,0,,,1,0,0,0,0,0,0,0,0,0,0,A Selection Module for Large-Scale Face Recognition Systems,"Face recognition systems aimed at working on large scale datasets are required to solve specific hurdles. In particular, due to the huge amount of data, it becomes mandatory to furnish a very fast and effective approach. Moreover the solution should be scalable, that is it should deal efficiently the growing of the gallery with new subjects. In literature, most of the works tackling this problem are composed of two stages, namely the selection and the classification. The former is aimed at significantly pruning the face image gallery, while the latter, often expensive but precise, determines the probe identity on this reduced domain. In this article a new selection method is presented, combining a multi-feature representation and the least squares method. Data are split into sub-galleries so as to make the system more efficient and scalable. Experiments on the union of four challenging datasets and comparisons with the state-of-the-art prove the effectiveness of our method.",2015,ICIAP,,10.1007/978-3-319-23234-8_49,https://air.unimi.it/retrieve/handle/2434/426481/663299/ICIAP_2015_FR.pdf
458322fe323106409a73b44c2f0efeb2339e9af8,0,,,1,0,0,0,0,0,0,0,0,0,0,Unconstrained Facial Recognition Systems: A Review,"Face recognition presents a challenging problem in the field of image analysis and computer vision, and as such has received a great deal of attention over the last few years because of its applications in various domains. Face recognition under controlled environment that is where pose, illumination and other factors are controlled, has well been developed in the literature and near perfection accuracy results have been achieved. However, the unconstrained counterpart, where these factors are not controlled, still under heavy research.  Recently, newly developed algorithms in the field that are based on deep learning technology have made significant progress. In this paper, an overview of the newly developed unconstrained facial recognition systems is presented.",2015,,,,
458677de7910a5455283a2be99f776a834449f61,1,[D18],,1,0,0,0,0,0,0,0,0,0,0,Face Image Retrieval Using Facial Attributes By K-Means,"With the unpredictable growth of devices using camera, people can freely take photos to capture moments of life which are very precious, especially the ones accompanied with friends and family. The growing photo, large-scale content-based face image retrieval is an enabling technology for many emerging applications. We propose a novel method in this paper for searching consumer photos by make use of computer vision technologies in considering facial attributes and focusing on similarities between the faces of the target persons. In this proposed approach, we achieve immediate retrieval in a large-scale dataset by improving the face retrieval in the offline and online stages. The proposed fully automatic method not only allows the recognition of 22 AUs but also openly model their of time characteristics (i.e., sequences of of time segments: neutral, start, height, and balance).",2014,,,,https://pdfs.semanticscholar.org/4586/77de7910a5455283a2be99f776a834449f61.pdf
45fd600e5adca237c3c645b6691499234f19fd94,0,,,0,1,0,0,0,0,0,0,0,0,0,Example-Guided Image Synthesis across Arbitrary Scenes using Masked Spatial-Channel Attention and Self-Supervision,"Example-guided image synthesis has recently been attempted to synthesize an image from a semantic label map and an exemplary image. In the task, the additional exemplar image provides the style guidance that controls the appearance of the synthesized output. Despite the controllability advantage, the existing models are designed on datasets with specific and roughly aligned objects. In this paper, we tackle a more challenging and general task, where the exemplar is an arbitrary scene image that is semantically different from the given label map. To this end, we first propose a Masked Spatial-Channel Attention (MSCA) module which models the correspondence between two arbitrary scenes via efficient decoupled attention. Next, we propose an end-to-end network for joint global and local feature alignment and synthesis. Finally, we propose a novel self-supervision task to enable training. Experiments on the large-scale and more diverse COCO-stuff dataset show significant improvements over the existing methods. Moreover, our approach provides interpretability and can be readily extended to other content manipulation tasks including style and spatial interpolation or extrapolation.",2020,ArXiv,2004.10024,,https://arxiv.org/pdf/2004.10024.pdf
4793f11fbca4a7dba898b9fff68f70d868e2497c,0,,,1,0,0,0,0,0,0,0,0,0,0,Kinship Verification through Transfer Learning,"Because of the inevitable impact factors such as pose, expression, lighting and aging on faces, identity verification through faces is still an unsolved problem. Research on biometrics raises an even challenging problem--is it possible to determine the kinship merely based on face images? A critical observation that faces of parents captured while they were young are more alike their children's compared with images captured when they are old has been revealed by genetics studies. This enlightens us the following research. First, a new kinship database named UB KinFace composed of child, young parent and old parent face images is collected from Internet. Second, an extended transfer subspace learning method is proposed aiming at mitigating the enormous divergence of distributions between children and old parents. The key idea is to utilize an intermediate distribution close to both the source and target distributions to bridge them and reduce the divergence. Naturally the young parent set is suitable for this task. Through this learning process, the large gap between distributions can be significantly reduced and kinship verification problem becomesmore discriminative. Experimental results show that our hypothesis on the role of young parents is valid and transfer learning is effective to enhance the verification accuracy.",2011,IJCAI,,10.5591/978-1-57735-516-8/IJCAI11-422,https://pdfs.semanticscholar.org/4793/f11fbca4a7dba898b9fff68f70d868e2497c.pdf
480e000ffe8c3f97f38ab7871e7996401d64d660,0,,,1,0,0,1,0,0,0,0,0,0,0,Analyse faciale avec dérivées Gaussiennes,"Dans cette these, nous explorons l'utilisation des derivees Gaussiennes multi-echelles comme representation initiale pour la detection, la reconnaissance et la classification des visages humains dans des images. Nous montrons qu'un algorithme rapide, $O(N)$, de construction d'une pyramide binomiale peut etre utilise pour extraire des derivees Gaussiennes avec une reponse impulsionnelle identique a un facteur d'echelle $sqrt{2}$>. Nous montrons ensuite qu'un vecteur compose de ces derivees a differentes echelles et a differents ordres en chaque pixel peut etre utilise comme base pour les algorithmes de detection, de classification et de reconnaissance lesquels atteignent ou depassent les performances de l'etat de l'art avec un cout de calcul reduit. De plus l'utilisation de coefficients entiers, avec une complexite de calcul et des exigences memoires en $O(N)$ font qu'une telle approche est appropriee pour des applications temps reel embarquees sur des systemes mobiles. Nous testons cette representation en utilisant trois problemes classiques d'analyse d'images faciales : detection de visages, reconnaissance de visages et estimation de l'âge. Pour la detection de visages, nous examinons les derivees Gaussiennes multi-echelles comme une alternative aux ondelettes de Haar pour une utilisation dans la construction d'une cascade de classifieurs lineaires appris avec l'algorithme Adaboost, popularise par Viola and Jones. Nous montrons que la representation pyramidale peut etre utilisee pour optimiser le processus de detection en adaptant la position des derivees dans la cascade. Dans ces experiences nous sommes capables de montrer que nous pouvons obtenir des niveaux de performances de detection similaires (mesures par des courbes ROC) avec une reduction importante du cout de calcul. Pour la reconnaissance de visages et l'estimation de l'âge, nous montrons que les derivees Gaussiennes multi-echelles peuvent etre utilisees pour calculer une representation tensorielle qui conserve l'information faciale la plus importante. Nous montrons que combinee a l'Analyse Multilineaire en Composantes Principales et a la methode Kernel Discriminative Common Vectors (KDCV), cette representation tensorielle peut mener a un algorithme qui est similaire aux techniques concurrentes pour la reconnaissance de visages avec un cout de calcul reduit. Pour l'estimation de l'âge a partir d'images faciales, nous montrons que notre representation tensorielle utilisant les derivees de Gaussiennes multi-echelles peut etre utilisee avec une machine a vecteur de pertinence pour fournir une estimation de l'âge avec des niveaux de performances similaires aux methodes de l'etat de l'art.",2011,,,,https://pdfs.semanticscholar.org/2447/efd253931924617bcf26fd95a483374dd657.pdf
4b6662a1b123f2253b8f9bf0511ca57bfa9db951,1,"[D18], [D32]",,1,0,0,0,0,0,0,0,0,0,0,Knot Magnify Loss for Face Recognition,"Deep Convolutional Neural Netowrks (DCNN) have significantly improved the performance of face recognition in recent years. Softmax loss is the most widely used loss function for training the DCNN-based face recognition system. It gives the same weights to easy and hard samples in one batch, which would leads to performance gap on the quality imbalanced data. In this paper, we discover that the rare hard samples in the training dataset has become a main obstacle for training a robust face recognition model. We propose to address this problem by a new supervisor signal that pays more attention to the rare hard samples and reduces the effects of the easy samples relatively. Our proposed novel Knot Magnify (KM) loss modulates the classical softmax loss to suppress the influence of easy samples and up-weight the loss of hard samples during training. Our results show that after training with KM loss, face recognition model is able to get competing accuracy on the well-known face recognition benchmark LFW dataset and the challenging CFP dataset.",2018,2018 25th IEEE International Conference on Image Processing (ICIP),,10.1109/ICIP.2018.8451838,
4b9b30066a05bdeb0e05025402668499ebf99a6b,0,,,1,0,0,0,0,0,0,0,0,0,0,Real-time face detection using Gentle AdaBoost algorithm and nesting cascade structure,"In this paper, a face detector based on Gentle AdaBoost algorithm and nesting cascade structure is proposed. Nesting cascade structure is introduced to avoid that too many weak classifiers in a cascade classifier will slow down the face detection speed of this cascade classifier. Gentle AdaBoost algorithm is used to train node classifiers on a Haar-like feature set to improve the generalization ability of the node classifier. Consequently, the face detection performance of the face detector is improved. Experimental results have proved that the proposed algorithm can significantly reduce the number of weak classifiers, increase the detection speed, and slightly raise the detection accuracy as well. On the CIF (352×288) video sequences, the average detection speed of the proposed face detector can achieve 125fps, which is superior to the state-of-the-art face detectors and completely satisfies the demand of real-time face detection.",2012,2012 International Symposium on Intelligent Signal Processing and Communications Systems,,10.1109/ISPACS.2012.6473448,
