paperId,cites D1,cites D2,cites D3,title,abstract,year,venue,arxivId,doi,pdfUrl
5247bcf4d7c80cd854c44f30f6976223d09fd44b,1,1,0,Color-Sensitive Person Re-Identification,"Recent deep Re-ID models mainly focus on learning high-level semantic features, while failing to explicitly explore color information which is one of the most important cues for person Re-ID model. In this paper, we propose a novel Color-Sensitive Re-ID to take full advantage of color information. On one hand, we train our model with real and fake images. By using the extra fake images, more color information can be exploited and it can avoid over-fitting during training. On the other hand, we also train our model with images of the same person with different colors. By doing so, features can be forced to focus on the color difference in regions. To generate fake images with specified colors, we propose a novel Color Translation GAN (CTGAN) to learn mappings between different clothing colors and preserve identity consistency among the same person with the clothing color. Extensive evaluations on two benchmark datasets show that our approach significantly outperforms state-of-the-art Re-ID models.",2019,IJCAI,,10.24963/ijcai.2019/131,https://pdfs.semanticscholar.org/738e/a9b470627d1d6ad5f7bd1bd20698662d79f7.pdf
5258df049df03bdd38f01609fa351f1bd9f3e493,0,1,0,Augmented Hard Example Mining for Generalizable Person Re-Identification,"Although the performance of person re-identification (Re-ID) has been much improved by using sophisticated training methods and large-scale labelled datasets, many existing methods make the impractical assumption that information of a target domain can be utilized during training. In practice, a Re-ID system often starts running as soon as it is deployed, hence training with data from a target domain is unrealistic. To make Re-ID systems more practical, methods have been proposed that achieve high performance without information of a target domain. However, they need cumbersome tuning for training and unusual operations for testing. In this paper, we propose augmented hard example mining, which can be easily integrated to a common Re-ID training process and can utilize sophisticated models without any network modification. The method discovers hard examples on the basis of classification probabilities, and to make the examples harder, various types of augmentation are applied to the examples. Among those examples, excessively augmented ones are eliminated by a classification based selection process. Extensive analysis shows that our method successfully selects effective examples and achieves state-of-the-art performance on publicly available benchmark datasets.",2019,ArXiv,1910.0528,,https://arxiv.org/pdf/1910.05280.pdf
5266b3be002cebb72267d6477deeaab22515cb74,0,1,0,CDPM: Convolutional Deformable Part Models for Semantically Aligned Person Re-Identification,"Part-level representations are essential for robust person re-identification. However, common errors that arise during pedestrian detection frequently result in severe misalignment problems for body parts, which degrade the quality of part representations. Accordingly, to deal with this problem, we propose a novel model named Convolutional Deformable Part Models (CDPM). CDPM works by decoupling the complex part alignment procedure into two easier steps: first, a vertical alignment step detects each body part in the vertical direction, with the help of a multi-task learning model; second, a horizontal refinement step based on attention suppresses the background information around each detected body part. Since these two steps are performed orthogonally and sequentially, the difficulty of part alignment is significantly reduced. In the testing stage, CDPM is able to accurately align flexible body parts without any need for outside information. Extensive experimental results demonstrate the effectiveness of the proposed CDPM for part alignment. Most impressively, CDPM achieves state-of-the-art performance on three large-scale datasets: Market-1501, DukeMTMC-ReID, and CUHK03.",2020,IEEE Transactions on Image Processing,1906.04976,10.1109/TIP.2019.2959923,https://arxiv.org/pdf/1906.04976.pdf
527523ccb136d4ffc4f31a362a629e913655a687,0,1,0,A Survey on Multi-source Person Re-identification,"Person re-identification (Re-ID) has been a popular and well-investigated topic in computer vision community. However, current researches have a relatively ideal assumption that person images are captured under a sufficient light condition and with high-resolution. Although most researches can achieve very exciting performances, they are not suitable for practical applications. Since practical conditions are a little complicated, and there are multiple sources to represent persons' appearance. In this paper, we focus on the multi-source person Re-ID, which refers to the problem of using multiple sources of data for person re-identification. Compared with general person Re-ID methods, multi-source person Re-ID researches are more practical, yet more challenging in reality. We need to face challenges caused by domain gap among different data sources, such as low-resolution images, infrared images, depth images, text information and sketch images. In this paper, we start with a brief introduction of general person Re-ID. The differences between general and multi-source person Re-ID are then compared. Five types of multi-source person Re-ID are further analyzed and summarized. From these discussions, it will become evident that several advantages exist in multi-source person Re-ID over general person Re-ID methods, as the former can make full use of data sources to learn cross-modality feature transformation. Finally, the future trends of multi-source person Re-ID are discussed.",2020,,,,http://www.aas.net.cn/fileZDHXB/journal/article/zdhxb/2020/9/PDF/AAS-CN-2019-0278.pdf
52d3bb5cbd4c96ac56075aa0408a0fe66f8a13aa,1,0,0,Person Re-Identification of Cross-Domain Based on Costume Characteristics,"Cross-domain person re-identification (ReID) task has always been a research hotspot. The domain transfer technique based on deep learning alleviates the problem caused by the gap among data distributions. However, the generalization of such kinds of person ReID models are not robust. This paper proposes a novel ReID method to optimize the robustness from the perspective of persons' costume. It can extract hierarchical knowledge features from costume information and apply the feature model to the task of ReID. Specifically, the method first constructs hierarchical labels according to the attribute of costume data. It builds the knowledge model by using the multi-task learning, and performs similarity measurement on multiple ReID datasets. The experimental results show that the proposed method outperforms the latest ReID methods. Therefore, it provides a novel technique for practical applications.",2019,,,10.1145/3349341.3349433,
534a1c607bf3a8412f9986a724c3bbbf783342bd,0,1,0,Re-identification = Retrieval + Verification: Back to Essence and Forward with a New Metric,"Re-identification (re-ID) is currently investigated as a closed-world image retrieval task, and evaluated by retrieval based metrics. The algorithms return ranking lists to users, but cannot tell which images are the true target. In essence, current re-ID overemphasizes the importance of retrieval but underemphasizes that of verification, i.e., all returned images are considered as the target. On the other hand, re-ID should also include the scenario that the query identity does not appear in the gallery. To this end, we go back to the essence of re-ID, i.e., a combination of retrieval and verification in an open-set setting, and put forward a new metric, namely, Genuine Open-set re-ID Metric (GOM). GOM explicitly balances the effect of performing retrieval and verification into a single unified metric. It can also be decomposed into a family of sub-metrics, enabling a clear analysis of re-ID performance. We evaluate the effectiveness of GOM on the re-ID benchmarks, showing its ability to capture important aspects of re-ID performance that have not been taken into account by established metrics so far. Furthermore, we show GOM scores excellent in aligning with human visual evaluation of re-ID performance. Related codes are available at https://github.com/ YuanXinCherry/Person-reID-Evaluation.",2020,ArXiv,2011.11506,,https://arxiv.org/pdf/2011.11506.pdf
5351feb51da379af28164fbaa93fad7fd9b8d5b7,1,1,0,Cross-Entropy Adversarial View Adaptation for Person Re-Identification,"Person re-identification (re-ID) is a task of matching pedestrians under disjoint camera views. To recognize paired snapshots, it has to cope with large cross-view variations caused by the camera view shift. The supervised deep neural networks are effective in producing a set of non-linear projections that can transform cross-view images into a common feature space. However, they typically impose a symmetric architecture, leaving the network ill-conditioned on its optimization. In this paper, we learn view-invariant subspace for person re-ID, and its corresponding similarity metric using an adversarial view adaptation approach. The main contribution is to learn coupled asymmetric mappings regarding view characteristics which are adversarially trained to address the view discrepancy by optimizing the cross-entropy view confusion objective. To determine the similarity value, the network is empowered with a similarity discriminator to promote features that are highly discriminant in distinguishing positive and negative pairs. The other contribution includes an adaptive weighing on the most difficult samples to address the imbalance of within-/between-identity pairs. Our approach achieves notably improved performance in comparison with the state-of-the-arts on benchmark datasets.",2020,IEEE Transactions on Circuits and Systems for Video Technology,1904.01755,10.1109/TCSVT.2019.2909549,https://arxiv.org/pdf/1904.01755.pdf
535655e26faafc09341e878e636313edcad1a225,1,1,1,Domain-Camera Adaptation for Unsupervised Person Re-Identification,"Although supervised person re-identification (Re-ID) performance has been significantly improved in recent years, it is still a challenge for unsupervised person Re-Iddue to its absence of labels across disjoint camera views. On the other hand, Re-Idmodels trained on source domain usually offer poor performance when they are tested on target domain due to inter-domain bias e.g. different classes and intra-domain difference e.g camera variance. To overcome this problem, given a labeled source training domain and an unlabeled target training domain, we propose an unsupervised transfer method, Domain-Camera Adaptation model, to generate a pseudo target domain by bridging inter-domain bias and intra-domain difference. The idea is to fill the absence of labels in target domain by transferring labeled images of source domain to target domain across cameras. Then we propose a cross-domain classification loss to extract discriminative representation across domains. The intuition is to think of unsupervised learning as semi-supervised learning in target domain. We evaluate our deep model on Market-1501 and DukeMTMC-reID and the results show our model outperforms the state-of-art unsupervised Re-ID methods by large margins.",2019,"2019 6th International Conference on Behavioral, Economic and Socio-Cultural Computing (BESC)",,10.1109/BESC48373.2019.8963072,
536210d839dd439b14637354e23aabd7689afae0,0,1,0,Reinforced Temporal Attention and Split-Rate Transfer for Depth-Based Person Re-identification,"We address the problem of person re-identification from commodity depth sensors. One challenge for depth-based recognition is data scarcity. Our first contribution addresses this problem by introducing split-rate RGB-to-Depth transfer, which leverages large RGB datasets more effectively than popular fine-tuning approaches. Our transfer scheme is based on the observation that the model parameters at the bottom layers of a deep convolutional neural network can be directly shared between RGB and depth data while the remaining layers need to be fine-tuned rapidly. Our second contribution enhances re-identification for video by implementing temporal attention as a Bernoulli-Sigmoid unit acting upon frame-level features. Since this unit is stochastic, the temporal attention parameters are trained using reinforcement learning. Extensive experiments validate the accuracy of our method in person re-identification from depth sequences. Finally, in a scenario where subjects wear unseen clothes, we show large performance gains compared to a state-of-the-art model which relies on RGB data.",2018,ECCV,,10.1007/978-3-030-01228-1_44,
53829cd71916382dd9dc8cbf1ec369ce2bd7f0a4,0,1,0,A New Discriminative Feature Learning for Person Re-Identification Using Additive Angular Margin Softmax Loss,"In this paper, a new end-to-end framework is proposed for person re-identification (re-ID) by combining metric learning and classification. In this new framework, the Additive Angular Margin Softmax is used which imposes an additive angular margin constraint to the target logit on hypersphere manifold. This is aimed to improve the similarity of the intra-class features and the dissimilarity of the inter-class features simultaneously. Compard with the three popular used softmax-based-loss methods, the experiments show that the proposed approach has achieved improved performance on Market1501 and DukeMTMC-reID datasets for person re-ID.",2019,2019 UK/ China Emerging Technologies (UCET),,10.1109/UCET.2019.8881838,
5386c181d0b294d54123f001678d1125ca7b76dd,0,1,0,Multi-pseudo Regularized Label for Generated Samples in Person Re-Identification,"Sufficient training data normally is required to train deeply learned models. However, due to the expensive manual process for labelling large number of images, the amount of available training data is always limited. To produce more data for training a deep network, Generative Adversarial Network (GAN) can be used to generate artificial sample data. However, the generated data usually does not have annotation labels. To solve this problem, in this paper, we propose a virtual label called Multi-pseudo Regularized Label (MpRL) and assign it to the generated data. With MpRL, the generated data will be used as the supplementary of real training data to train a deep neural network in a semi-supervised learning fashion. To build the corresponding relationship between the real data and generated data, MpRL assigns each generated data a proper virtual label which reflects the likelihood of the affiliation of the generated data to pre-defined training classes in the real data domain. Unlike the traditional label which usually is a single integral number, the virtual label proposed in this work is a set of weight-based values each individual of which is a number in (0,1] called multi-pseudo label and reflects the degree of relation between each generated data to every pre-defined class of real data. A comprehensive evaluation is carried out by adopting two state-of-the-art convolutional neural networks (CNNs) in our experiments to verify the effectiveness of MpRL. Experiments demonstrate that by assigning MpRL to generated data, we can further improve the person re-ID performance on five re-ID datasets, i.e., Market-1501, DukeMTMC-reID, CUHK03, VIPeR, and CUHK01. The proposed method obtains +6.29%, +6.30%, +5.58%, +5.84%, and +3.48% improvements in rank-1 accuracy over a strong CNN baseline on the five datasets respectively, and outperforms state-of-the-art methods.",2018,ArXiv,,,
539a21c34669e68336ef7eaaf8840688c52b7d4b,0,0,1,Few-Shot Deep Adversarial Learning for Video-Based Person Re-Identification,"Video-based person re-identification (re-ID) refers to matching people across camera views from arbitrary unaligned video footages. Existing methods rely on supervision signals to optimise a projected space under which the distances between inter/intra-videos are maximised/minimised. However, this demands exhaustively labelling people across camera views, rendering them unable to be scaled in large networked cameras. Also, it is noticed that learning effective video representations with view invariance is not explicitly addressed for which features exhibit different distributions otherwise. Thus, matching videos for person re-ID demands flexible models to capture the dynamics in time-series observations and learn view-invariant representations with access to limited labeled training samples. In this paper, we propose a novel few-shot deep learning approach to video-based person re-ID, to learn comparable representations that are discriminative and view-invariant. The proposed method is developed on the variational recurrent neural networks (VRNNs) and trained adversarially to produce latent variables with temporal dependencies that are highly discriminative yet view-invariant in matching persons. Through extensive experiments conducted on three benchmark datasets, we empirically show the capability of our method in creating view-invariant temporal features and state-of-the-art performance achieved by our method.",2020,IEEE Transactions on Image Processing,1903.12395,10.1109/TIP.2019.2940684,https://arxiv.org/pdf/1903.12395.pdf
545e3f4e684f82eaf211bde9558d00a0dad946d2,1,1,0,Pyramidal Person Re-IDentification via Multi-Loss Dynamic Training,"Most existing Re-IDentification (Re-ID) methods are highly dependent on precise bounding boxes that enable images to be aligned with each other. However, due to the challenging practical scenarios, current detection models often produce inaccurate bounding boxes, which inevitably degenerate the performance of existing Re-ID algorithms. In this paper, we propose a novel coarse-to-fine pyramid model to relax the need of bounding boxes, which not only incorporates local and global information, but also integrates the gradual cues between them. The pyramid model is able to match at different scales and then search for the correct image of the same identity, even when the image pairs are not aligned. In addition, in order to learn discriminative identity representation, we explore a dynamic training scheme to seamlessly unify two losses and extract appropriate shared information between them. Experimental results clearly demonstrate that the proposed method achieves the state-of-the-art results on three datasets. Especially, our approach exceeds the current best method by 9.5% on the most challenging CUHK03 dataset.",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,10.1109/CVPR.2019.00871,
546703ba427c3bade6b06526ea578a97a7970ee1,1,1,0,Double-Domain Imaging and Adaption for Person Re-Identification,"Person re-identification (re-ID) performance has been significantly boosted in recent works, but re-ID model trained on one dataset usually cannot work effectively on another one. To address this problem, we proposed a novel framework—double-domain translation generative adversarial network (DTGAN) that can train images between two domains and generalize the model trained on one domain well to another domain. We divide this paper into two steps. First, the source images are translated in an unsupervised manner, and the translated images retain the style of target images and the ID labels in the source domain. Second, the translated images are used as the training data for supervised feature learning. Besides, with the purpose of moderating the influence of noise, we employ the strategy of label smoothing regularization (LSR). In our experiments, we observe that the images generated by the DTGAN are of high quality and more appropriate for domain adaption. In addition, the re-ID accuracy of the DTGAN is competitive to the state-of-the-art methods on Market-1501 and DukeMTMC-reID.",2019,IEEE Access,,10.1109/ACCESS.2019.2930865,
54a0f303fba2b79868bfbf2941b23d970ab5ce0a,0,1,0,Generating person images based on attributes,"Attribute based person image generation is a problem which considers generating realistic person images using attributes like pose, gender, clothes, whether a bag is present or not etc. and it has wide variety of applications on computer vision. Realization of that generation process is quite difficult due to several reasons such as foreground/background, partial occlusion, stance of a person, camera angle and distance, complex relationships between attributes, unbalanced and poor quality data etc. Synthetic images are generated in related works which have worked on relatively easier datasets using less attributes with more complex models for more specific purposes. In this work, a more controversial goal was set up and a model named DCGAN-C is developed based on conditional generative adversarial networks and it can produce sythetic person images with both multi-class and multi-labels. Consequently, both quantitative and qualitative experiments were performed on the PA-100K dataset and the performance of the model was demonstrated.",2018,2018 26th Signal Processing and Communications Applications Conference (SIU),,10.1109/SIU.2018.8404426,
54c28bf64debbdb21c246795182f97d4f7917b74,1,0,1,STA: Spatial-Temporal Attention for Large-Scale Video-based Person Re-Identification,"In this work, we propose a novel Spatial-Temporal Attention (STA) approach to tackle the large-scale person reidentification task in videos. Different from the most existing methods, which simply compute representations of video clips using frame-level aggregation (e.g. average pooling), the proposed STA adopts a more effective way for producing robust clip-level feature representation. Concretely, our STA fully exploits those discriminative parts of one target person in both spatial and temporal dimensions, which results in a 2-D attention score matrix via inter-frame regularization to measure the importances of spatial parts across different frames. Thus, a more robust clip-level feature representation can be generated according to a weighted sum operation guided by the mined 2-D attention score matrix. In this way, the challenging cases for video-based person re-identification such as pose variation and partial occlusion can be well tackled by the STA. We conduct extensive experiments on two large-scale benchmarks, i.e. MARS and DukeMTMCVideoReID. In particular, the mAP reaches 87.7% on MARS, which significantly outperforms the state-of-the-arts with a large margin of more than 11.6%.",2019,AAAI,1811.04129,10.1609/aaai.v33i01.33018287,https://arxiv.org/pdf/1811.04129.pdf
54d3e211a5c3137ba359731af43d22429608dada,1,0,0,The 4th AI City Challenge,"The AI City Challenge was created to accelerate intelligent video analysis that helps make cities smarter and safer. Transportation is one of the largest segments that can benefit from actionable insights derived from data captured by sensors, where computer vision and deep learning have shown promise in achieving large-scale practical deployment. The 4th annual edition of the AI City Challenge has attracted 315 participating teams across 37 countries, who leverage city-scale real traffic data and high-quality synthetic data to compete in four challenge tracks. Track 1 addressed video-based automatic vehicle counting, where the evaluation is conducted on both algorithmic effectiveness and computational efficiency. Track 2 addressed city-scale vehicle re-identification with augmented synthetic data to substantially increase the training set for the task. Track 3 addressed city-scale multi-target multi-camera vehicle tracking. Track 4 addressed traffic anomaly detection. The evaluation system shows two leader boards, in which a general leader board shows all submitted results, and a public leader board shows results limited to our contest participation rules, that teams are not allowed to use external data in their work. The general leader board shows results more close to real-world situations where annotated data are limited. Our results show promise that AI technology can enable smarter and safer transportation systems.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2004.14619,10.1109/CVPRW50498.2020.00321,https://arxiv.org/pdf/2004.14619.pdf
54d78ad2ed30557474fabd1d3a9e5db1c76fbeaa,1,0,0,Deep Person Re-identification for Probabilistic Data Association in Multiple Pedestrian Tracking,"We present a data association method for vision-based multiple pedestrian tracking, using deep convolutional features to distinguish between different people based on their appearances. These re-identification (re-ID) features are learned such that they are invariant to transformations such as rotation, translation, and changes in the background, allowing consistent identification of a pedestrian moving through a scene. We incorporate re-ID features into a general data association likelihood model for multiple person tracking, experimentally validate this model by using it to perform tracking in two evaluation video sequences, and examine the performance improvements gained as compared to several baseline approaches. Our results demonstrate that using deep person re-ID for data association greatly improves tracking robustness to challenges such as occlusions and path crossings.",2018,ArXiv,1810.08565,,https://arxiv.org/pdf/1810.08565.pdf
54e0f75bb609fb9745d199891573efba3fcef3a3,0,1,0,Data Augmentation for Enhancing EEG-based Emotion Recognition with Deep Generative Models,"OBJECTIVE The data scarcity problem in emotion recognition from electroencephalography (EEG) leads to difficulty in building an affective model with high accuracy using machine learning algorithms or deep neural networks. Inspired by emerging deep generative models, we propose three methods for augmenting EEG training data to enhance the performance of emotion recognition models.   APPROACH Our proposed methods are based on two deep generative models, variational autoencoder (VAE) and generative adversarial network (GAN), and two data augmentation ways, full and partial usage strategies. For the full usage strategy, all of the generated data are augmented to the training dataset without judging the quality of the generated data, while for the partial usage, only high-quality data are selected and appended to the training dataset. These three methods are called conditional Wasserstein GAN (cWGAN), selective VAE (sVAE), and selective WGAN (sWGAN).   MAIN RESULTS To evaluate the effectiveness of these proposed methods, we perform a systematic experimental study on two public EEG datasets for emotion recognition, namely, SEED and DEAP. We first generate realistic-like EEG training data in two forms: power spectral density and differential entropy. Then, we augment the original training datasets with a different number of generated realistic-like EEG data. Finally, we train support vector machines and deep neural networks with shortcut layers to build affective models using the original and augmented training datasets. The experimental results demonstrate that our proposed data augmentation methods based on generative models outperform the existing data augmentation approaches such as conditional VAE, Gaussian noise, and rotational data augmentation. We also observe that the number of generated data should be less than 10 times of the original training dataset to achieve the best performance.   SIGNIFICANCE The augmented training datasets produced by our proposed sWGAN method significantly enhance the performance of EEG-based emotion recognition models.",2020,Journal of neural engineering,2006.05331,10.1088/1741-2552/abb580,https://arxiv.org/pdf/2006.05331.pdf
55315bcd0a391fc7339e01011bde7b9c27efca79,1,0,0,Pedestrian Motion Model Using Non-Parametric Trajectory Clustering and Discrete Transition Points,"This letter presents a pedestrian motion model that includes both low level trajectory patterns, and high level discrete transitions. The inclusion of both levels creates a more general predictive model, allowing for more meaningful prediction and reasoning about pedestrian trajectories, as compared to the current state of the art. The model uses an iterative clustering algorithm with Dirichlet Process Gaussian Processes to cluster trajectories into continuous motion patterns and hypothesis testing to identify discrete transitions in the data called transition points. The model iteratively splits full trajectories into sub-trajectory clusters based on transition points, where pedestrians make discrete decisions. State transition probabilities are then learned over the transition points and trajectory clusters. The model is for online prediction of motions, and detection of anomalous trajectories. The proposed model is validated on the Duke Multi-Target, Multi-Camera Tracking Project (Duke MTMC) dataset to demonstrate identification of low level trajectory clusters and high level transitions, and the ability to predict pedestrian motion and detect anomalies online with high accuracy.",2019,IEEE Robotics and Automation Letters,2001.10571,10.1109/LRA.2019.2898464,https://arxiv.org/pdf/2001.10571.pdf
55355b0317f6e0c5218887441de71f05da4b42f6,1,1,0,Parameter-Free Spatial Attention Network for Person Re-Identification,"Global average pooling (GAP) allows to localize discriminative information for recognition [40]. While GAP helps the convolution neural network to attend to the most discriminative features of an object, it may suffer if that information is missing e.g. due to camera viewpoint changes. To circumvent this issue, we argue that it is advantageous to attend to the global configuration of the object by modeling spatial relations among high-level features. We propose a novel architecture for Person Re-Identification, based on a novel parameter-free spatial attention layer introducing spatial relations among the feature map activations back to the model. Our spatial attention layer consistently improves the performance over the model without it. Results on four benchmarks demonstrate a superiority of our model over the state-of-the-art achieving rank-1 accuracy of 94.7% on Market-1501, 89.0% on DukeMTMC-ReID, 74.9% on CUHK03-labeled and 69.7% on CUHK03-detected.",2018,ArXiv,1811.1215,,https://arxiv.org/pdf/1811.12150.pdf
553d7b7f8eff287ad860129385ce420e47905b84,0,1,0,Person Re-Identification with a Body Orientation-Specific Convolutional Neural Network,"Person re-identification consists in matching images of a particular person captured in a network of cameras with non-overlapping fields of view. The challenges in this task arise from the large variations of human appearance. In particular, the same person could show very different appearances from different points of view. To address this challenge, in this paper we propose an Orientation-Specific Convolutional Neural Network (OSCNN) framework which jointly performs body orientation regression and extracts orientation-specific deep representations for person re-identification. A robust joint embedding is obtained by combining feature representations under different body orientations. We experimentally show on two public benchmarks that taking into account body orientations improves the person re-identification performance. Moreover, our approach outperforms most of the previous state-of-the-art re-identification methods on these benchmarks.",2018,ACIVS,,10.1007/978-3-030-01449-0_3,https://hal.archives-ouvertes.fr/hal-01895374/file/ACIVS_OSCNN.pdf
5555a3289bf089cbeb551258b53a55458a6c6c25,1,1,0,SafeNet: Scale-normalization and Anchor-based Feature Extraction Network for Person Re-identification,"Person Re-identification (ReID) is a challenging retrieval task that requires matching a person’s image across non-overlapping camera views. The quality of fulfilling this task is largely determined on the robustness of the features that are used to describe the person. In this paper, we show the advantage of jointly utilizing multi-scale abstract information to learn powerful features over full body and parts. A scale normalization module is proposed to balance different scales through residual-based integration. To exploit the information hidden in non-rigid body parts, we propose an anchor-based method to capture the local contents by stacking convolutions of kernels with various aspect ratios, which focus on different spatial distributions. Finally, a well-defined framework is constructed for simultaneously learning the representations of both full body and parts. Extensive experiments conducted on current challenging large-scale person ReID datasets, including Market1501, CUHK03 and DukeMTMC, demonstrate that our proposed method achieves the state-of-the-art results.",2018,IJCAI,,10.24963/ijcai.2018/156,https://pdfs.semanticscholar.org/5555/a3289bf089cbeb551258b53a55458a6c6c25.pdf
556cd5b25fa8ff25513352e9016e095428f4db44,1,0,0,City-Scale Multi-Camera Vehicle Tracking by Semantic Attribute Parsing and Cross-Camera Tracklet Matching,"This paper focuses on the Multi-Target Multi-Camera Tracking (MTMCT) task in a city-scale multi-camera network. As the trajectory of each target is naturally split into multiple sub-trajectories (namely local tracklets) in different cameras, the key issue of MTMCT is how to match local tracklets belonging to the same target across different cameras. To this end, we propose an efficient two-step MTMCT approach to robustly track vehicles in a camera network. It first generates all local tracklets and then matches the ones belonging to the same target across different cameras. More specifically, in the local tracklet generation phase, we follow the tracking-by-detection paradigm and link the detections to local tracklets by graph clustering. In the cross-camera tracklet matching phase, we first develop a spatial-temporal attention mechanism to produce robust tracklet representations. We then prune false matching candidates by traffic topology reasoning and match tracklets across cameras using the recently proposed TRACklet-to-Target Assignment (TRACTA) algorithm. The proposed method is evaluated on the City-Scale Multi-Camera Vehicle Tracking task at the 2020 AI City Challenge and achieves the second-best results.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,10.1109/CVPRW50498.2020.00296,
557ba3d8f7bba0bbf00cf6363f3263484b541d6f,1,1,0,A Strong Baseline and Batch Normalization Neck for Deep Person Re-Identification,"This study proposes a simple but strong baseline for deep person re-identification (ReID). Deep person ReID has achieved great progress and high performance in recent years. However, many state-of-the-art methods design complex network structures and concatenate multi-branch features. In the literature, some effective training tricks briefly appear in several papers or source codes. The present study collects and evaluates these effective training tricks in person ReID. By combining these tricks, the model achieves 94.5% rank-1 and 85.9% mean average precision on Market1501 with only using the global features of ResNet50. The performance surpasses all existing global- and part-based baselines in person ReID. We propose a novel neck structure named as batch normalization neck (BNNeck). BNNeck adds a batch normalization layer after global pooling layer to separate metric and classification losses into two different feature spaces because we observe they are inconsistent in one embedding space. Extended experiments show that BNNeck can boost the baseline, and our baseline can improve the performance of existing state-of-the-art methods. Our codes and models are available at: https://github.com/michuanhaohao/reid-strong-baseline",2020,IEEE Transactions on Multimedia,1906.08332,10.1109/TMM.2019.2958756,https://arxiv.org/pdf/1906.08332.pdf
55bea5a55277ee3310fbd96bded8dc8012b2656c,1,0,0,Attention-aware scoring learning for person re-identification,"Abstract Person re-identification (re-ID) refers to matching people across multiple camera views at different times and locations. The challenge is mainly about the huge variance of visual appearance of a specific pedestrian owing to pose variations, illumination changes and various camera-styles. In this paper, an Attention-Aware Scoring Learning (AASL) framework is proposed to address these issues. The proposed AASL framework consists of two attention modules and a score learning head. Specifically, the two modules, Spatial Attention Grid and Channel Attention Grid, embedded respectively in the shallow and deep layer in the convolutional neural network, are put forward to help the network learn the most discriminative visual features. Furthermore, an adaptive module termed score learning head is proposed to optimize the parameters of the attention modules. The present paper carries out extensive experiments on three large-scale datasets, including Market-1501, DukeMTMC-reID and CUHK03, after which it is found that our Attention-Aware Scoring Learning framework significantly outperforms the baseline model and achieves a competitive performance compared with the state-of-the-art person re-ID methods.",2020,Knowl. Based Syst.,,10.1016/j.knosys.2020.106154,
55dab895fcbb0b8af60488c7c4ac177db359b60e,1,0,0,SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,"We present a novel self quality evaluation metric SQE for parameters optimization in the challenging yet critical multi-object tracking task. Current evaluation metrics all require annotated ground truth, thus will fail in the test environment and realistic circumstances prohibiting further optimization after training. By contrast, our metric reflects the internal characteristics of trajectory hypotheses and measures tracking performance without ground truth. We demonstrate that trajectories with different qualities exhibit different single or multiple peaks over feature distance distribution, inspiring us to design a simple yet effective method to assess the quality of trajectories using a two-class Gaussian mixture model. Experiments mainly on MOT16 Challenge data sets verify the effectiveness of our method in both correlating with existing metrics and enabling parameters self-optimization to achieve better performance. We believe that our conclusions and method are inspiring for future multi-object tracking in practice.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2004.07472,10.1109/cvpr42600.2020.00833,https://arxiv.org/pdf/2004.07472.pdf
55e615bbbb5ed7af3cc785f3dcf751946e0303c2,0,1,0,Improving Skin Lesion Segmentation with Generative Adversarial Networks,"This paper proposes a novel strategy that employs Generative Adversarial Networks (GANs) to augment data in the image segmentation field, and a Convolutional-Deconvolutional Neural Network (CDNN) to automatically generate lesion segmentation mask from dermoscopic images. Training the CDNN with our GAN generated data effectively improves the state-of-the-art.",2018,2018 IEEE 31st International Symposium on Computer-Based Medical Systems (CBMS),,10.1109/CBMS.2018.00086,https://iris.unimore.it/bitstream/11380/1161448/1/CBMS_2018_paper_177.pdf
55ffaaf51dbeefae6137b97eb1856c15192c7d2e,1,0,0,Attention: A Big Surprise for Cross-Domain Person Re-Identification,"In this paper, we focus on model generalization and adaptation for cross-domain person re-identification (Re-ID). Unlike existing cross-domain Re-ID methods, leveraging the auxiliary information of those unlabeled target-domain data, we aim at enhancing the model generalization and adaptation by discriminative feature learning, and directly exploiting a pre-trained model to new domains (datasets) without any utilization of the information from target domains. To address the discriminative feature learning problem, we surprisingly find that simply introducing the attention mechanism to adaptively extract the person features for every domain is of great effectiveness. We adopt two popular type of attention mechanisms, long-range dependency based attention and direct generation based attention. Both of them can perform the attention via spatial or channel dimensions alone, even the combination of spatial and channel dimensions. The outline of different attentions are well illustrated. Moreover, we also incorporate the attention results into the final output of model through skip-connection to improve the features with both high and middle level semantic visual information. In the manner of directly exploiting a pre-trained model to new domains, the attention incorporation method truly could enhance the model generalization and adaptation to perform the cross-domain person Re-ID. We conduct extensive experiments between three large datasets, Market-1501, DukeMTMC-reID and MSMT17. Surprisingly, introducing only attention can achieve state-of-the-art performance, even much better than those cross-domain Re-ID methods utilizing auxiliary information from the target domain.",2019,ArXiv,1905.1283,,https://arxiv.org/pdf/1905.12830.pdf
