paperId,uses dataset or derivative,dataset(s) / model(s) used,unable to disambiguate,cites D1,cites D2,cites D3,title,abstract,year,venue,arxivId,doi,pdfUrl
2c56829c368a4aaa34cc5d24eabac5977057ad98,0,,,0,1,0,Video-based Person Re-identification Method Based on GAN and Pose Estimation,"As the government keeps attaching importance to public security, non-overlapping viewsheds surveillance systems have been deployed widely. It has become especially important to recognize pedestrian target through matching cameras with different viewsheds in nowadays. Deep learning relies on big data to solve overfitting. However, the current video-based person re-identification only has small data volume and homogeneous learning features. To solve this, we put forward a method to improve person re-identification based on the video. This method can increase the sample quantity by generating video frame sequence through generative adversarial network. It also adds the feature information of the pedestrian joints, which can improve the model efficiency. The experiment result shows that the modified method discussed in this paper can improve the recognition rate of public datasets effectively. In the experiments on PRID2011 and iLIDS-VID, Rank 1 attained 80.2% and 66.3%, respectively.",2020,,,,http://www.aas.net.cn/fileZDHXB/journal/article/zdhxb/2020/3/PDF/zdhxb-46-3-576.pdf
2e192aaed7fe365c26a5e004b0d586370f57080f,1,[D2],,1,1,0,Cluster-level Feature Alignment for Person Re-identification,"Instance-level alignment is widely exploited for person re-identification, e.g. spatial alignment, latent semantic alignment and triplet alignment. This paper probes another feature alignment modality, namely cluster-level feature alignment across whole dataset, where the model can see not only the sampled images in local mini-batch but the global feature distribution of the whole dataset from distilled anchors. Towards this aim, we propose anchor loss and investigate many variants of cluster-level feature alignment, which consists of iterative aggregation and alignment from the overview of dataset. Our extensive experiments have demonstrated that our methods can provide consistent and significant performance improvement with small training efforts after the saturation of traditional training. In both theoretical and experimental aspects, our proposed methods can result in more stable and guided optimization towards better representation and generalization for well-aligned embedding.",2020,ArXiv,2008.0681,,https://arxiv.org/pdf/2008.06810.pdf
2e361f170521a7e3f661a8ed2cc266a32349446a,1,[D2],,1,1,0,Compact Triplet Loss for person re-identification in camera sensor networks,"Abstract The triplet loss in deep learning has achieved promising results for person re-identification (re-ID) in camera sensor networks. However, it neglects the relationship among pedestrian images captured from different sensors, which results in a relatively large intra-class variation. In this paper, we propose a novel loss function named Compact Triplet Loss (CTL) for training Convolutional Neural Networks (CNNs), which not only decreases the intra-class variation but also increases the inter-class variation to improve the generalization ability of person re-ID model. Specifically, CTL simultaneously considers three aspects for pedestrian representations. It pushes the pedestrian images to be closer to their corresponding centers and meanwhile forces different centers are away from each other. In addition, CTL forces the distance between the positive sample pair is smaller than that of the negative sample pair. Finally, we integrate the proposed CTL and the cross-entropy loss to perform multi-task learning. We evaluate the proposed method on Market1501, DukeMTMCreID and CUHK03, and the experimental results reveal our method exceeds other state-of-the-art methods by a large margin.",2019,Ad Hoc Networks,,10.1016/J.ADHOC.2019.101984,
2e4e3d80e0a789dcf45e61401c8af4e3fa96dfea,1,[D2],,1,1,0,Batch DropBlock Network for Person Re-Identification and Beyond,"Since the person re-identification task often suffers from the problem of pose changes and occlusions, some attentive local features are often suppressed when training CNNs. In this paper, we propose the Batch DropBlock (BDB) Network which is a two branch network composed of a conventional ResNet-50 as the global branch and a feature dropping branch.The global branch encodes the global salient representations.Meanwhile, the feature dropping branch consists of an attentive feature learning module called Batch DropBlock, which randomly drops the same region of all input feature maps in a batch to reinforce the attentive feature learning of local regions.The network then concatenates features from both branches and provides a more comprehensive and spatially distributed feature representation. Albeit simple, our method achieves state-of-the-art on person re-identification and it is also applicable to general metric learning tasks. For instance, we achieve 76.4% Rank-1 accuracy on the CUHK03-Detect dataset and 83.0% Recall-1 score on the Stanford Online Products dataset, outperforming the existed works by a large margin (more than 6%).",2019,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,10.1109/ICCV.2019.00379,
2eecdb103cb8bac86aab6ef8fa19d11ce1e77218,0,,,0,1,0,A novel deep model with multi-loss and efficient training for person re-identification,"Abstract The purpose of Person re-identification (PReID) is to identify the same individual from the non-overlapping cameras, the task has been greatly promoted by the deep learning system. In this study, we review two widely-used CNN frameworks in the PReID community: identification model and triplet model. We provide a comprehensive overview of the advantages and limitations of the two models and present a hybrid model that combines the advantages of both identification and triplet models. Specifically, the proposed model employs triplet loss, identification loss and center loss to simultaneously train the carefully designed network. Furthermore, the dropout scheme is adopted by its identification subnetwork. Given a triplet unit images, the model can output the identities of the three input images and force the Euclidean distance between the mismatched pairs to be larger than those between the matched pairs as well as reduce the variance of the same class at the same time. Extensive comparative experiments on three PReID benchmark datasets (CUHK01, CUHK03, Market-1501) show that our proposed architecture outperforms many state of the art methods in most cases.",2019,Neurocomputing,,10.1016/j.neucom.2018.03.073,https://www.ee.ryerson.ca/~xzhang/publications/NEUCOM2019-PersonReID.pdf
2fe9a1e797bb0a2ba79b1f68c95a1067dbe402fe,1,[D2],,1,0,0,Adaptive L2 Regularization in Person Re-Identification.,"We introduce an adaptive L2 regularization mechanism in the setting of person re-identification. In the literature, it is common practice to utilize hand-picked regularization factors which remain constant throughout the training procedure. Unlike existing approaches, the regularization factors in our proposed method are updated adaptively through backpropagation. This is achieved by incorporating trainable scalar variables as the regularization factors, which are further fed into a scaled hard sigmoid function. Extensive experiments on the Market-1501, DukeMTMC-reID and MSMT17 datasets validate the effectiveness of our framework. Most notably, we obtain state-of-the-art performance on MSMT17, which is the largest dataset for person re-identification. Source code is publicly available at https://github.com/nixingyang/AdaptiveL2Regularization.",2020,,2007.07875,,https://arxiv.org/pdf/2007.07875.pdf
31da1da2d4e7254dd8f2a4578d887c57e0678438,1,[D2],,1,1,1,Unsupervised Person Re-identification,"The superiority of deeply learned pedestrian representations has been reported in very recent literature of person re-identification (re-ID). In this article, we consider the more pragmatic issue of learning a deep feature with no or only a few labels. We propose a progressive unsupervised learning (PUL) method to transfer pretrained deep representations to unseen domains. Our method is easy to implement and can be viewed as an effective baseline for unsupervised re-ID feature learning. Specifically, PUL iterates between (1) pedestrian clustering and (2) fine-tuning of the convolutional neural network (CNN) to improve the initialization model trained on the irrelevant labeled dataset. Since the clustering results can be very noisy, we add a selection operation between the clustering and fine-tuning. At the beginning, when the model is weak, CNN is fine-tuned on a small amount of reliable examples that locate near to cluster centroids in the feature space. As the model becomes stronger, in subsequent iterations, more images are being adaptively selected as CNN training samples. Progressively, pedestrian clustering and the CNN model are improved simultaneously until algorithm convergence. This process is naturally formulated as self-paced learning. We then point out promising directions that may lead to further improvement. Extensive experiments on three large-scale re-ID datasets demonstrate that PUL outputs discriminative features that improve the re-ID accuracy. Our code has been released at https://github.com/hehefan/Unsupervised-Person-Re-identification-Clustering-and-Fine-tuning.",2018,ACM Trans. Multim. Comput. Commun. Appl.,1705.10444,10.1145/3243316,https://arxiv.org/pdf/1705.10444.pdf
31e89d17132716fdaf5c749aa7dc14e19e89e725,1,[D2],,1,0,0,Metric Learning with Equidistant and Equidistributed Triplet-based Loss for Product Image Search,"Product image search in E-commerce systems is a challenging task, because of a huge number of product classes, low intra-class similarity and high inter-class similarity. Deep metric learning, based on paired distances independent of the number of classes, aims to minimize intra-class variances and inter-class similarity in feature embedding space. Most existing approaches strictly restrict the distance between samples with fixed values to distinguish different classes of samples. However, the distance of paired samples has various magnitudes during different training stages. Therefore, it is difficult to directly restrict absolute distances with fixed values. In this paper, we propose a novel Equidistant and Equidistributed Triplet-based (EET) loss function to adjust the distance between samples with relative distance constraints. By optimizing the loss function, the algorithm progressively maximizes intra-class similarity and inter-class variances. Specifically, 1) the equidistant loss pulls the matched samples closer by adaptively constraining two samples of the same class to be equally distant from another one of a different class in each triplet, 2) the equidistributed loss pushes the mismatched samples farther away by guiding different classes to be uniformly distributed while keeping intra-class structure compact in embedding space. Extensive experimental results on product search benchmarks verify the improved performance of our method. We also achieve improvements on other retrieval datasets, which show superior generalization capacity of our method in image search.",2020,WWW,,10.1145/3366423.3380094,
332fbbcae6661fe8f035a0c1f49f9c3b9f8350b6,1,[D3],,1,0,1,Multi-Scale Temporal Cues Learning for Video Person Re-Identification,"Temporal cues embedded in videos provide important clues for person Re-Identification (ReID). To efficiently exploit temporal cues with a compact neural network, this work proposes a novel 3D convolution layer called Multi-scale 3D (M3D) convolution layer. The M3D layer is easy to implement and could be inserted into traditional 2D convolution networks to learn multi-scale temporal cues by end-to-end training. According to its inserted location, the M3D layer has two variants, i.e., local M3D layer and global M3D layer, respectively. The local M3D layer is inserted between 2D convolution layers to learn spatial-temporal cues among adjacent 2D feature maps. The global M3D layer is computed on adjacent frame feature vectors to learn their global temporal relations. The local and global M3D layers hence learn complementary temporal cues. Their combination introduces a fraction of parameters to traditional 2D CNN, but leads to the strong multi-scale temporal feature learning capability. The learned temporal feature is fused with a spatial feature to compose the final spatial-temporal representation for video person ReID. Evaluations on four widely used video person ReID datasets, i.e., MARS, DukeMTMC-VideoReID, PRID2011, and iLIDS-VID demonstrate the substantial advantages of our method over the state-of-the art. For example, it achieves rank1 accuracy of 88.63% on MARS without re-ranking. Our method also achieves a reasonable trade-off between ReID accuracy and model size, e.g., it saves about 40% parameters of I3D CNN.",2020,IEEE Transactions on Image Processing,1908.10049,10.1109/TIP.2020.2972108,https://arxiv.org/pdf/1908.10049.pdf
3337fedaf7ebc6e22aa5a65e548ed9e29891e32d,0,,,1,0,0,Using Panoramic Videos for Multi-Person Localization and Tracking In A 3D Panoramic Coordinate,"3D panoramic multi-person localization and tracking are prominent in many applications, however, conventional methods using LiDAR equipment could be economically expensive and also computationally inefficient due to the processing of point cloud data. In this work, we propose an effective and efficient approach at a low cost. First, we obtain panoramic videos with four normal cameras. Then, we transform human locations from a 2D panoramic image coordinate to a 3D panoramic camera coordinate using camera geometry and human bio-metric property (i.e., height). Finally, we generate 3D tracklets by associating human appearance and 3D trajectory. We verify the effectiveness of our method on three datasets including a new one built by us, in terms of 3D single-view multi-person localization, 3D single-view multi-person tracking, and 3D panoramic multi-person localization and tracking. Our code and dataset are available at https://github.com/fandulu/MPLT.",2020,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",1911.10535,10.1109/ICASSP40776.2020.9053497,https://arxiv.org/pdf/1911.10535.pdf
334a86ab24ec40b2d084f2e049f4fc1b06b34462,0,,,1,0,0,Deep Learning-based Person Search with Visual Attention Embedding,"In this work, we consider the problem of person search, which is a challenging task that requires both person detection and person re-identification r un c oncurrently. In this context, we propose a person search approach based on deep neural networks that incorporates attention mechanisms to perform retrieval more robustly. Global and local features are extracted for person detection and person identification, respectively, boosted by attention layers that allow the extraction of discriminative feature representations, all in an end-to-end manner. We evaluate our approach on three challenging data sets and show that our proposed method improves the state-of-the-art networks.",2020,2020 13th International Conference on Communications (COMM),,10.1109/COMM48946.2020.9141958,
3367dfef9062681c0631b91b4c8b25f5f87d1187,0,,,1,0,0,"Vision Meets Drones: Past, Present and Future","Drones, or general UAVs, equipped with cameras have been fast deployed with a wide range of applications, including agriculture, aerial photography, and surveillance. Consequently, automatic understanding of visual data collected from drones becomes highly demanding, bringing computer vision and drones more and more closely. To promote and track the evelopments of object detection and tracking algorithms, we have organized two challenge workshops in conjunction with ECCV 2018, and ICCV 2019, attracting more than 100 teams around the world. We provide a large-scale drone captured dataset, VisDrone, which includes four tracks, i.e., (1) image object detection, (2) video object detection, (3) single object tracking, and (4) multi-object tracking. In this paper, we first presents a thorough review of object detection and tracking datasets and benchmarks, and discuss the challenges of collecting large-scale drone-based object detection and tracking datasets with fully manual annotations. After that, we describe our VisDrone dataset, which is captured over various urban/suburban areas of 14 different cities across China from North to South. Being the largest such dataset ever published, VisDrone enables extensive evaluation and investigation of visual analysis algorithms on the drone platform. We provide a detailed analysis of the current state of the field of large-scale object detection and tracking on drones, and conclude the challenge as well as propose future directions. We expect the benchmark largely boost the research and development in video analysis on drone platforms. All the datasets and experimental results can be downloaded from the website: this https URL",2020,ArXiv,2001.06303,,https://arxiv.org/pdf/2001.06303.pdf
36653f8705b56e39642bcd123494eb680cd1636b,0,,,0,1,0,Training Confidence-calibrated Classifiers for Detecting Out-of-Distribution Samples,"The problem of detecting whether a test sample is from in-distribution (i.e., training distribution by a classifier) or out-of-distribution sufficiently different from it arises in many real-world machine learning applications. However, the state-of-art deep neural networks are known to be highly overconfident in their predictions, i.e., do not distinguish in- and out-of-distributions. Recently, to handle this issue, several threshold-based detectors have been proposed given pre-trained neural classifiers. However, the performance of prior works highly depends on how to train the classifiers since they only focus on improving inference procedures. In this paper, we develop a novel training method for classifiers so that such inference algorithms can work better. In particular, we suggest two additional terms added to the original loss (e.g., cross entropy). The first one forces samples from out-of-distribution less confident by the classifier and the second one is for (implicitly) generating most effective training samples for the first one. In essence, our method jointly trains both classification and generative neural networks for out-of-distribution. We demonstrate its effectiveness using deep convolutional neural networks on various popular image datasets.",2018,ICLR,1711.09325,,https://arxiv.org/pdf/1711.09325.pdf
3724cb3b3db2b33bfd3f4ee8bd8df7bf8e59608a,0,,,0,1,0,Data augmentation in fault diagnosis based on the Wasserstein generative adversarial network with gradient penalty,"Abstract Fault detection and diagnosis in industrial process is an extremely essential part to keep away from undesired events and ensure the safety of operators and facilities. In the last few decades various data based machine learning algorithms have been widely studied to monitor machine condition and detect process faults. However, the faulty datasets in industrial process are hard to acquire. Thus low-data of faulty data or imbalanced data distributions are common to see in industrial processes, resulting in the difficulty to accurately identify different faults for many algorithms. Therefore, in this paper, Wasserstein generative adversarial network with gradient penalty (WGAN-GP) based data augmentation approaches are researched to generate data samples to supplement low-data input set in fault diagnosis field and help improve the fault diagnosis accuracies. To verify its efficient, various classifiers are used and three industrial benchmark datasets are involved to evaluate the performance of GAN based data augmentation ability. The results show the fault diagnosis accuracies for classifiers are increased in all datasets after employing the GAN-based data augmentation techniques.",2020,Neurocomputing,,10.1016/J.NEUCOM.2018.10.109,
37586e83d36006a7e00c1325fc5f9194c94ca055,0,,,0,1,0,Unsupervised Adversarial Attacks on Deep Feature-based Retrieval with GAN,"Studies show that Deep Neural Network (DNN)-based image classification models are vulnerable to maliciously constructed adversarial examples. However, little effort has been made to investigate how DNN-based image retrieval models are affected by such attacks. In this paper, we introduce Unsupervised Adversarial Attacks with Generative Adversarial Networks (UAA-GAN) to attack deep feature-based image retrieval systems. UAA-GAN is an unsupervised learning model that requires only a small amount of unlabeled data for training. Once trained, it produces query-specific perturbations for query images to form adversarial queries. The core idea is to ensure that the attached perturbation is barely perceptible to human yet effective in pushing the query away from its original position in the deep feature space. UAA-GAN works with various application scenarios that are based on deep features, including image retrieval, person Re-ID and face search. Empirical results show that UAA-GAN cripples retrieval performance without significant visual changes in the query images. UAA-GAN generated adversarial examples are less distinguishable because they tend to incorporate subtle perturbations in textured or salient areas of the images, such as key body parts of human, dominant structural patterns/textures or edges, rather than in visually insignificant areas (e.g., background and sky). Such tendency indicates that the model indeed learned how to toy with both image retrieval systems and human eyes.",2019,ArXiv,1907.05793,,https://arxiv.org/pdf/1907.05793.pdf
3db9031ce4465fd8cab23910099d99f483718a81,1,[D2],,0,1,0,Person Re-identification in Aerial Imagery,"Nowadays, with the rapid development of consumer Unmanned Aerial Vehicles (UAVs), visual surveillance by utilizing the UAV platform has been very attractive. Most of the research works for UAV captured visual data are mainly focused on the tasks of object detection and tracking. However, limited attention has been paid to the task of person Re-identification (ReID) which has been widely studied in ordinary surveillance cameras with fixed emplacements. In this paper, to facilitate the research of person ReID in aerial imagery, we collect a large scale airborne person ReID dataset named as Person ReID for Aerial Imagery (PRAI-1581), which consists of 39,461 images of 1581 person identities. The images of the dataset are shot by two DJI consumer UAVs flying at an altitude ranging from 20 to 60 meters above the ground, which covers most of the real UAV surveillance scenarios. In addition, we propose to utilize subspace pooling of convolution feature maps to represent the input person images. Our method can learn a discriminative and compact feature representation for ReID in aerial imagery and can be trained in an end-to-end fashion efficiently. We conduct extensive experiments on the proposed dataset and the experimental results demonstrate that re-identify persons in aerial imagery is a challenging problem, where our method performs favorably against state of the arts. Our dataset can be accessed via \url{this https URL}.",2019,ArXiv,1908.05024,10.1109/TMM.2020.2977528,https://arxiv.org/pdf/1908.05024.pdf
3dd74e372e791e1cb1a17ce40642d00f46d1d6f6,1,[D2],,1,1,1,Unsupervised Person Re-identification by Combining Appearance Features with Spatial-temporal Features,"Most of the existing person re-identification methods usually follow a supervised learning framework and train models based on a large number of labeled pedestrian images. However, directly deploying these trained models in real scenes will lead to poor performances, because the target domain data may be completely different from the training data, thus the model parameters cannot be well fitted. Furthermore, it is very time-consuming and impractical to label a large number of data. In order to solve these problems, we propose a simple and effective strategy for segmentation based on key parts aiming to obtain the discriminative appearance features. Simultaneously, we constructs a hybrid Gaussian model by calculating the time difference of pedestrian groups to acquire spatial-temporal features. Finally, a measure fusion model is used to combine the appearance measure matrix and spatial-temporal distance matrix, which greatly improves the performance of the unsupervised person re-identification. We conduct extensive experiments on the large-scale image datasets, including Market-1501 and DukeMTMC-reID. The experimental results demonstrate that our algorithm is superior to state-of-the-art unsupervised re-identification approaches.",2020,MM 2020,,10.1145/3404716.3404723,
3ef7e092003b66d1e66f2d9570defcb5ac866ba8,1,[D2],,1,0,0,PyRetri: A PyTorch-based Library for Unsupervised Image Retrieval by Deep Convolutional Neural Networks,,2020,ArXiv,2005.02154,,https://arxiv.org/pdf/2005.02154.pdf
3f6139a3017f3948b357eb41d41aee4d7a47eabb,1,[D2],,1,0,0,Bilinear Attention Networks for Person Retrieval,"This paper investigates a novel Bilinear attention (Bi-attention) block, which discovers and uses second order statistical information in an input feature map, for the purpose of person retrieval. The Bi-attention block uses bilinear pooling to model the local pairwise feature interactions along each channel, while preserving the spatial structural information. We propose an Attention in Attention (AiA) mechanism to build inter-dependency among the second order local and global features with the intent to make better use of, or pay more attention to, such higher order statistical relationships. The proposed network, equipped with the proposed Bi-attention is referred to as Bilinear ATtention network (BAT-net). Our approach outperforms current state-of-the-art by a considerable margin across the standard benchmark datasets (e.g., CUHK03, Market-1501, DukeMTMC-reID and MSMT17).",2019,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,10.1109/ICCV.2019.00812,http://openaccess.thecvf.com/content_ICCV_2019/papers/Fang_Bilinear_Attention_Networks_for_Person_Retrieval_ICCV_2019_paper.pdf
41c1dd74db853c6256c00df1826290981dac56ec,0,,,1,0,0,Online multi-object tracking with pedestrian re-identification and occlusion processing,"Tracking-by-detection is a common approach for online multi-object tracking problem. At present, the following challenges still exist in the multi-object tracking scenarios: (1) The result of object re-tracking after full occlusion is not ideal; (2) The predicted position of object is not accurate enough in the complicated video scenarios. Aiming at these two problems, this paper proposes a multi-object tracking framework called DROP (Deep Re-identification Occlusion Processing). The framework consists of object detection, fast pedestrian re-identification, and a confidence-based data association algorithm. A lightweight convolutional neural network that can solve the re-tracking problem is constructed by increasing and learning the affinity of appearance features of the same object in different frames. And this paper proposes to judge the occlusion of the object that can solve inaccurate position predicted by Kalman filter by using the data association result of the appearance features of the object, and to reduce the matching error by improving the data association formula. The experimental results on the multi-object tracking datasets MOT15 and MOT16 show that the proposed method can improve the precision while ensure the real-time tracking performance.",2020,The Visual Computer,,10.1007/s00371-020-01854-0,
42dc432f58adfaa7bf6af07e5faf9e75fea29122,1,"[D2], [D4]",,0,1,0,Sequence-based Person Attribute Recognition with Joint CTC-Attention Model,"Attribute recognition has become crucial because of its wide applications in many computer vision tasks, such as person re-identification. Like many object recognition problems, variations in viewpoints, illumination, and recognition at far distance, all make this task challenging. In this work, we propose a joint CTC-Attention model (JCM), which maps attribute labels into sequences to learn the semantic relationship among attributes. Besides, this network uses neural network to encode images into sequences, and employs connectionist temporal classification (CTC) loss to train the network with the aim of improving the encoding performance of the network. At the same time, it adopts the attention model to decode the sequences, which can realize aligning the sequences and better learning the semantic information from attributes. Extensive experiments on three public datasets, i.e., Market-1501 attribute dataset, Duke attribute dataset and PETA dataset, demonstrate the effectiveness of the proposed method.",2018,ArXiv,1811.08115,,https://arxiv.org/pdf/1811.08115.pdf
42f81abff3a2a3c6594f167d51347e4aeb3ee01d,0,,,0,0,1,ASTA-Net: Adaptive Spatio-Temporal Attention Network for Person Re-Identification in Videos,"The attention mechanism has been widely applied to enhance pedestrian representation for person re-identification in videos. However, most existing methods learn the spatial and temporal attention separately, and thus ignore the correlation between them. In this work, we propose a novel Adaptive Spatio-Temporal Attention Network (ASTA-Net) to adaptively aggregate the spatial and temporal attention features into discriminative pedestrian representation for person re-identification in videos. Specifically, multiple Adaptive Spatio-Temporal Fusion modules within ASTA-Net are designed for exploring precise spatio-temporal attention on multi-level feature maps. They first obtain the preliminary spatial and temporal attention features via the spatial semantic relations for each frame and temporal dependencies among inconsecutive frames, then adaptively aggregate the preliminary attention features on the basis of their correlation. Moreover, an Adjacent-Frame Motion module is designed to explicitly extract motion patterns according to the feature-level variation among adjacent frames. Extensive experiments on the three widely-used datasets, i.e., MARS, iLIDS-VID and PRID2011, have demonstrated the effectiveness of the proposed approach.",2020,ACM Multimedia,,10.1145/3394171.3413843,
4327934807725afb7592eb77c264acefc49c9347,1,[D2],,1,1,0,Person Reidentification via Structural Deep Metric Learning,"Despite the promising progress made in recent years, person reidentification (re-ID) remains a challenging task due to the complex variations in human appearances from different camera views. This paper proposes to tackle this task by jointly learning feature representation and distance metric in an end-to-end manner. Existing deep metric learning-based re-ID methods usually encounter the following two weaknesses: 1) most works based on pairwise or triplet constraints often suffer from slow convergence and poor local optima, partially because they use very limited samples for each update and 2) hard negative sample mining has been widely applied in existing works. However, hard positive samples, which also contribute to the training of network, have not received enough attention. To alleviate these problems, we develop a novel structural metric learning objective for person re-ID, in which each positive pair is allowed to be compared against all negative pairs in a minibatch and each positive pair is adaptively assigned a hardness-aware weight to modulate its contribution. The introduced positive pair weighting strategy enables the algorithm to focus more on the hard positive samples. Furthermore, we propose to enhance the proposed loss function by adding a global loss term to reduce the variances of positive/negative pair distances, which is able to improve the generalization capability of the network model. By this approach, person images can be nonlinearly mapped into a low-dimensional embedding space where similar samples are kept closer and dissimilar samples are pushed farther apart. We implement the proposed algorithm using the inception architecture and evaluate it on three large-scale re-ID data sets. Experiment results demonstrate that our approach is able to outperform most state of the arts while using much lower dimensional deep features.",2019,IEEE Transactions on Neural Networks and Learning Systems,,10.1109/TNNLS.2018.2861991,
448ef67eafb2780a155a677b9da54c92b8f3e540,1,[D2],,0,1,0,Pseudo Label Based on Multiple Clustering for Unsupervised Cross-Domain Person Re-Identification,"Person re-identification (Re-ID) has achieved great improvement with the development of deep learning. However, domain adaptation in unsupervised Re-ID has always been a challenging task. Most existing works based on clustering only cluster once, which may lead to pseudo labels of poor quality. In this letter, we propose a Pseudo Label based on Multiple Clustering (PLMC) approach, which makes full advantage of multiple clustering to obtain more robust pseudo labels. In particular, our PLMC framework consists of two stages, namely, global training stage, and local training stage. We adopt the training strategy that combines the information learned from global features, and local features by training two stages alternately. Extensive experiments are carried out on three standard benchmark datasets (e.g., Maket1501, DukeMTMC-ReID, CUHK03). The results demonstrate that our PLMC method is superior to the previous methods based on single clustering, and achieves state-of-the-art person Re-ID performance under the unsupervised cross-domain setting.",2020,IEEE Signal Processing Letters,,10.1109/LSP.2020.3016528,
449d2e25f1da780e9c68feaba9cc630fdf1b7331,1,[D2],,0,1,0,Multiple Back Propagation Network and Metric Fusion for Person Re-identification,"Person re-identification (Re-ID) is a research focus in pattern recognition, which is to identify a person from another camera view. Many researches have studied feature representations and metric distances of person images, which are robust to changes of view angle and illumination. In this paper, we propose a Multiple Back Propagation (MBP) network and Metric Fusion (MF) for person Re-ID. The proposed MBP network is based on DenseNet or ResNet. Each Dense-conv layer or Conv-ID block is linked by a MBP layer. Each MBP layer is divided into two sub-streams. One sub-stream is connected to softmax loss and the other sub-stream is transferred to a convolution layer followed by triplet loss. A Metric Fusion (MF) method with an optimized weighting scheme is proposed for deep feature fusion. Furthermore, we propose a new metric Re-ranking Euclidean distance joining metric fusion. Experiments on three large-scale person Re-ID benchmark datasets, including Market1501, CUHK03 and DukeMTMC-reID, show that the proposed MBPMF method can achieve state-of-the-art performances.",2019,2019 International Joint Conference on Neural Networks (IJCNN),,10.1109/IJCNN.2019.8852031,
4794f699a50ae06eb74907674f27cbbe337d9475,1,[D2],,0,1,0,Attention Deep Model with Multi-Scale Deep Supervision for Person Re-Identification,"In recent years, person re-identification (PReID) has become a hot topic in computer vision duo to it is an important part in intelligent surveillance. Many state-of-the-art PReID methods are attention-based or multi-scale feature learning deep models. However, introducing attention mechanism may lead to some important feature information losing issue. Besides, most of the multi-scale models embedding the multi-scale feature learning block into the feature extraction deep network, which reduces the efficiency of inference network. To address these issue, in this study, we introduce an attention deep architecture with multi-scale deep supervision for PReID. Technically, we contribute a reverse attention block to complement the attention block, and a novel multi-scale layer with deep supervision operator for training the backbone network. The proposed block and operator are only used for training, and discard in test phase. Experiments have been performed on Market-1501, DukeMTMC-reID and CUHK03 datasets. All the experiment results show that the proposed model significantly outperforms the other competitive state-of-the-art methods.",2019,ArXiv,1911.10335,,https://arxiv.org/pdf/1911.10335.pdf
4c9112d0bdb0f13938144a3d8a5bf9c2916f4c6e,1,[D2],,1,0,0,Compact Network Training for Person ReID,"The task of person re-identification (ReID) has attracted growing attention in recent years leading to improved performance, albeit with little focus on real-world applications. Most SotA methods are based on heavy pre-trained models, e.g. ResNet50 (~25M parameters), which makes them less practical and more tedious to explore architecture modifications. In this study, we focus on a small-sized randomly initialized model that enables us to easily introduce architecture and training modifications suitable for person ReID. The outcomes of our study are a compact network and a fitting training regime. We show the robustness of the network by outperforming the SotA on both Market1501 and DukeMTMC. Furthermore, we show the representation power of our ReID network via SotA results on a different task of multi-object tracking.",2020,ICMR,1910.07038,10.1145/3372278.3390686,https://arxiv.org/pdf/1910.07038.pdf
4cd07662e23da2bc9592b595d1ba008e621a5173,0,,,1,1,0,Simulating Content Consistent Vehicle Datasets with Attribute Descent,"This paper uses a graphic engine to simulate a large amount of training data with free annotations. Between synthetic and real data, there is a two-level domain gap, i.e., content level and appearance level. While the latter has been widely studied, we focus on reducing the content gap in attributes like illumination and viewpoint. To reduce the problem complexity, we choose a smaller and more controllable application, vehicle re-identification (re-ID). We introduce a large-scale synthetic dataset VehicleX. Created in Unity, it contains 1,362 vehicles of various 3D models with fully editable attributes. We propose an attribute descent approach to let VehicleX approximate the attributes in real-world datasets. Specifically, we manipulate each attribute in VehicleX, aiming to minimize the discrepancy between VehicleX and real data in terms of the Frechet Inception Distance (FID). This attribute descent algorithm allows content domain adaptation (DA) orthogonal to existing appearance DA methods. We mix the optimized VehicleX data with real-world vehicle re-ID datasets, and observe consistent improvement. With the augmented datasets, we report competitive accuracy. We make the dataset, engine and our codes available at this https URL.",2020,ECCV,1912.08855,10.1007/978-3-030-58539-6_46,https://arxiv.org/pdf/1912.08855.pdf
4d024deee31516076ff95c807f5d62b8ad11d022,1,[D2],,1,1,0,Unsupervised Region Attention Network for Person Re-Identification,"As supervised person re-identification (Re-Id) requires massive labeled pedestrian data and it is very difficult to collect sufficient labeled data in reality, unsupervised Re-Id approaches attract much more attention than the former. Existing unsupervised person Re-Id models learn global features of pedestrian from whole images or several constant patches. These models ignore the difference of each region in the whole pedestrian images for feature representation, such as occluded and pose invariant regions, and thus reduce the robustness of models for cross-view feature learning. To solve these issues, we propose an Unsupervised Region Attention Network (URAN) that can learn the cross-view region attention features from the cropped pedestrian images, fixed by region importance weights on images. The proposed URAN designs a Pedestrian Region Biased Enhance (PRBE) loss to produce high attention weights for most important regions in pedestrian images. Furthermore, the URAN employs a first neighbor relation grouping algorithm and a First Neighbor Relation Constraint (FNRC) loss to provide the training direction of the unsupervised region attention network, such that the region attention features are discriminant enough for unsupervised person Re-Id task. In experiments, we consider two popular datasets, Market1501 and DukeMTMC-reID, as evaluation of PRBE and FNRC loss, and their balance parameter to demonstrate the effectiveness and efficiency of the proposed URAN, and the experimental results show that the URAN provides better performance than the-state-of-the-arts (higher than existing methods at least 1.1%).",2019,IEEE Access,,10.1109/ACCESS.2019.2953280,
